event_info,num_ips,has_multiple_ip_ranges,unique_ip_countries,criticite
Midnight Blizzard conducts targeted social engineering over Microsoft Teams,0,0,0,0.0
ToddyCat: Keep calm and check logs,0,0,0,0.0
MuddyWater eN-Able spear-phishing with new TTPs,4,1,1,0.0
Sandworm Disrupts Power in Ukraine Using a Novel Attack Against Operational Technology,5,1,1,0.0
Peach Sandstorm delivers FalseFont to defense sector,0,0,0,0.0
New TTPs observed in Mint Sandstorm campaign targeting high-profile individuals at universities and research orgs,0,0,0,0.0
ESET takes part in global operation to disrupt the Grandoreiro banking trojan,13,1,1,0.0
The Nine Lives of Commando Cat: Analysing a Novel Malware Campaign Targeting Docker,2,1,1,0.0
Thanksgiving 2023 security incident,2,1,1,0.0
HrServ – Previously unknown web shell used in APT attack,0,0,0,0.0
BlueNoroff: new Trojan attacking macOS users,0,0,0,0.0
StripedFly: Perennially flying under the radar,0,0,0,0.0
Exploring the Latest Mispadu Stealer Variant,0,0,0,0.0
PAPERWALL Chinese Websites Posing as Local News Outlets Target Global Audiences with Pro-Beijing Content,9,1,1,0.0
PORTAL KOMBAT A structured and coordinated pro-Russian propaganda network,13,1,1,0.0
Zip uploaded from Iran exploiting cve-2023-38831,0,0,0,0.0
Russia-Aligned TAG-70 Targets European Government and Military Mail Servers in New Espionage Campaign,8,1,1,0.0
CVE-2024-21412: Water Hydra Targets Traders With Microsoft Defender SmartScreen Zero-Day,5,1,1,0.0
Magnet Goblin Targets Publicly Facing Servers Using 1-Day Vulnerabilities,5,1,1,0.0
Ongoing ITG05 operations leverage evolving malware arsenal in global campaigns,4,1,1,0.0
The New Version of JsOutProx is Attacking Financial Institutions in APAC and MENA via GitLab Abuse,4,1,1,0.0
ArcaneDoor - New espionage-focused campaign found targeting perimeter network devices,60,1,1,0.0
Securonix Threat Research Security Advisory: Analysis of Ongoing FROZEN#SHADOW Attack Campaign Leveraging SSLoad Malware and RMM Software for Domain Takeover,4,1,1,0.0
ToddyCat is making holes in your infrastructure,2,1,1,0.0
Tiny BackDoor Goes Undetected – Suspected Turla leveraging MSBuild to Evade detection,0,0,0,0.0
Ikaruz Red Team | Hacktivist Group Leverages Ransomware for Attention Not Profit,0,0,0,0.0
Operation Crimson Palace: Sophos threat hunting unveils multiple clusters of Chinese state-sponsored activity targeting Southeast Asian government,38,1,1,0.0
Predator Spyware Infrastructure Returns Following Exposure and Sanctions,8,1,1,0.0
Threat analysis: Beast Ransomware,0,0,0,0.0
BlueAlpha Abuses Cloudflare Tunneling Service for GammaDrop Staging Infrastructure,1,0,1,0.0
"ICS Threat Analysis: New, Experimental Malware Can Kill Engineering Processes",1,0,1,0.0
Operation AkaiRyū: MirrorFace invites Europe to Expo 2025 and revives ANEL backdoor,5,1,1,0.0
Houken seeking a path by living on the edge with zero-days,8,1,1,0.0
"OSINT - Dridex Actors Get In the Ransomware Game With ""Locky""",0,0,0,1.0
OSINT - Android-based Smart TVs Hit By Backdoor Spread Via Malicious App,0,0,0,1.0
"Malspam collection (2016-03-02) - Locky, TeslaCrypt",30,1,1,1.0
Dridex (2016-03-07),10,1,1,1.0
TeslaCrypt (2016-03-08),4,1,1,1.0
BadMirror: New Android Malware Family Spotted by SherlockDroid,0,0,0,1.0
OSINT - New OS X Ransomware KeRanger Infected Transmission BitTorrent Client Installer,0,0,0,1.0
Dridex (2016-03-09) - botnet 220,24,1,1,1.0
"Malspam (2016-03-09) - Locky, TeslaCrypt",20,1,1,1.0
OSINT - The Cerber Ransomware not only Encrypts Your Data But Also Speaks to You,0,0,0,1.0
Cerber Ransomware,0,0,0,1.0
"Malspam (2016-03-10) - Locky, TeslaCrypt",9,1,1,1.0
OSINT - Android banking trojan masquerades as Flash Player and bypasses 2FA,3,1,1,1.0
OSINT -  Death Comes Calling: Thanatos/Alphabot Trojan Hits the Market,1,0,1,1.0
'Surprise' Ransomware (2016-03-11),0,0,0,1.0
"Malspam (2016-03-14) - Locky, TeslaCrypt",26,1,1,1.0
Potential SpamBots (2016-03-15),7,1,1,1.0
Dridex botnet 222 (20160315),6,1,1,1.0
Dridex of the day (2016-03-16) - botnet 120,41,1,1,1.0
Locky (2016-03-16),8,1,1,1.0
OSINT - STOP SCANNING MY MACRO,0,0,0,1.0
OSINT - Petya Ransomware,0,0,0,1.0
OSINT - Evolution of SamSa Malware Suggests New Ransomware Tactics In Play,0,0,0,1.0
OSINT - McAfee Labs Threat Advisory Ransomware-Locky,4,1,1,1.0
OSINT - TREASUREHUNT: A CUSTOM POS MALWARE TOOL,2,1,1,1.0
Locky of the day (20160328) -  affid=3,6,1,1,1.0
OSINT - Meet Remaiten â€“ a Linux bot on steroids targeting routers and potentially other IoT devices,3,1,1,1.0
Malspam (2016-04-05) - TeslaCrypt,18,1,1,1.0
Dridex (2016-04-06) - botnet 122,23,1,1,1.0
PWS: Win32/Kegotip.C,8,1,1,1.0
Information stealer: Fareit,1,0,1,1.0
OSINT - Locky: the encryptor taking the world by storm,0,0,0,1.0
OSINT - ModPOS: A Framework Lurking in Point-of-Sale System Kernels,2,1,1,1.0
OSINT - Mobile Devices Used to Execute DNS Malware Against Home Routers,0,0,0,1.0
OSINT - New Locky Variant Implements Evasion Techniques,0,0,0,1.0
Rokku Ransomware shows possible link with Chimera,0,0,0,1.0
Dridex (2016-04-12),5,1,1,1.0
New ransomware,1,0,1,1.0
OSINT - New Crypto-Ransomware JIGSAW Plays Nasty Games,0,0,0,1.0
OSINT - Your Package Has Been Successfully Encrypted: TeslaCrypt 4.1A and the Malware Attack Chain,0,0,0,1.0
"CryptXXX: New Ransomware From the Actors Behind Reveton, Dropping Via Angler",2,1,1,1.0
OSINT - powershell used for spreading trojan.laziok through google docs,1,0,1,1.0
OSINT - New FAREIT Strain Abuses PowerShell,0,0,0,1.0
OSINT - Macro Malware Employs Advanced Obfuscation to Avoid Detection,0,0,0,1.0
Malspam (2016-04-28) - Locky,11,1,1,1.0
Malspam (2016-04-28) - Locky (#2),16,1,1,1.0
OSINT - PLATINUM Targeted attacks in South and Southeast Asia,5,1,1,1.0
Fake scan campaings (20160505 - 20160507) using docm - Dridex,3,1,1,1.0
OSINT - New Infostealer Trojan uses Fiddler Proxy & Json.NET,0,0,0,1.0
OSINT - Chinese-language Ransomware Makes An Appearance,0,0,0,1.0
OSINT - Bolek: Leaked Carberp KBot Source Code Complicit in New Phishing Campaigns,10,1,1,1.0
Locky of the day (20160520),1,0,1,1.0
OSINT - Targeted Attacks against Banks in the Middle East,0,0,0,1.0
Malspam - 2016-05-27 - Locky - .docm,15,1,1,1.0
A Universal Windows Bootkit An analysis of the MBR bootkit referred to as â€œHDRootâ€,0,0,0,1.0
"OSINT - CryptXXX Ransomware Learns the Samba, Other New Tricks With Version 3.100",1,0,1,1.0
OSINT - LinkedIn information used to spread banking malware in the Netherlands,1,0,1,1.0
OSINT - Reverse-engineering DUBNIUM,0,0,0,1.0
Malspam (2016-06-22) - .js in .zip - Locky is back,46,1,1,1.0
Malspam 2016-06-24 (Locky),25,1,1,1.0
"OSINT - Doh! New ""Bart"" Ransomware from Threat Actors Spreading Dridex and Locky",0,0,0,1.0
Malspam 2016-06-27,35,1,1,1.0
Malspam 2016-06-28 (Locky campaign subject: 'Updated'),31,1,1,1.0
OSINT - Retefe banking Trojan targets UK banking customers,0,0,0,1.0
Malspam 2016-06-28 (Locky campaign subject: 'report'),32,1,1,1.0
OSINT - Prince of Persia â€“ Game Over,6,1,1,1.0
Malspam 2016-06-29 (campaign subject: 'Financial report'),30,1,1,1.0
Malspam 2016-06-30 (campaign subject: 'Documents copies'),28,1,1,1.0
"Malspam 2016-07-04 (testrun, subject 'Scanned image'), .docm",1,0,1,1.0
"Malspam 2016-07-05 (subject 'Scanned image'), .docm",6,1,1,1.0
OSINT - The Dropping Elephant â€“ aggressive cyber-espionage in the Asian region,0,0,0,1.0
Malspam 2016-07-13 (Locky campaign 'Profile'),32,1,1,1.0
Malspam 2016-07-12 (Locky campaign 'Fw:'),40,1,1,1.0
Malspam 2016-07-14 .wsf campaign,24,1,1,1.0
"Malspam 2016-07-18 .wsf->.gif (campaign: ""RE: firstname.lastname"")",1,0,1,1.0
"Malspam 2016-07-18 .wsf (campaign: ""company database"")",16,1,1,1.0
"Malspam 2016-07-19 .wsf (campaign: ""new invoice"")",16,1,1,1.0
"Malspam 2016-07-19 .docm (campaign: ""Documents from work"")",1,0,1,1.0
"Malspam 2016-07-21 .wsf (campaign: ""fixed invoice"")",18,1,1,1.0
"Malspam 2016-07-22 .js in .zip with embedded Locky (campaign: ""Financial statement"")",4,1,1,1.0
"OSINT - Kovter becomes almost file-less, creates a new file type, and gets some new certificates",0,0,0,1.0
OSINT - The Mad Max DGA,1,0,1,1.0
OSINT - LuminosityLink RAT,1,0,1,1.0
OSINT Massive AdGholas Malvertising Campaigns Use Steganography and File Whitelisting to Hide in Plain Sight by ProofPoint,31,1,1,1.0
OSINT Lost your iPhone? Be on guard for a perfectly-timed Apple ID phishing attack by Hot For Security,0,0,0,1.0
Expansion on OSINT Lost your iPhone? Be on guard for a perfectly-timed Apple ID phishing attack by Hot For Security,2,1,1,1.0
"OSINT - FBI MSIL/Samas.A Ransomware Flash Alerts (FBI Flash Alert MC-000068-MW, February 18, 2016  & FBI Flash Alert MC-000070-MW, March 25, 2016)",0,0,0,1.0
OSINT Angler Exploit Kit Utilizing 302 Cushioning and Domain Shadowing by Zscaler,0,0,0,1.0
OSINT Pony Up: Tracing Ponyâ€™s Threat Cycle and Multi-Stage Infection Chain by Damballa,87,1,1,1.0
OSINT Evolution of the Nuclear Exploit Kit by Cisco Talos group,0,0,0,1.0
OSINT Additional indicators relating to Sofacy (APT28) phishing blog post by PWC,0,0,0,1.0
OSINT Systematic cyber attacks against Israeli and Palestinian targets going on for a year by Norman,0,0,0,1.0
OSINT YiSpecter: First iOS Malware That Attacks Non-jailbroken Apple iOS Devices by Abusing Private APIs by Palo Alto Networks Unit 42,0,0,0,1.0
OSINT Trojan.Win32.Banker.NWT by AlienVault and Telus,0,0,0,1.0
OSINT - Case Study of Malicious Actors: Going Postal by CERT.pl,6,1,1,1.0
OSINT IOC from ponmocup malware,70,1,1,1.0
OSINT The Casino Malvertising Campaign by MalwareBytes,0,0,0,1.0
OSINT Analysis of KRIPTOVOR: Infostealer+Ransomware by FireEye,1,0,1,1.0
FBI Flash Message: MC-000055-BT  EC3/IC4 takedown of the AAEH botnet,1,0,1,1.0
OSINT 'Paying-Days' CryptoWall 3.0 Campaign via Magnitude EK report by malwarefor.me,28,1,1,1.0
OSINT Analysis of malcious CHM file by OpenDNS,2,1,1,1.0
OSINT Dalexis/CTB-Locker malspam campaign by SANS Internet Storm Center,7,1,1,1.0
OSINT Introducing HATs: Highly Annoying Threats by BlueCoat,0,0,0,1.0
OSINT New Discovery: Ties Between Corebot and Darknet Crypt Service by Damballa,2,1,1,1.0
OSINT Without a Trace: Fileless Malware Spotted in the Wild by Trend Micro,0,0,0,1.0
OSINT Cylance SPEAR Team: A Threat Actor Resurfaces from Cylance,14,1,1,1.0
OSINT Macro documents with XOR Encoded Payloads by PhishMe,1,0,1,1.0
OSINT Who's Really Spreading through the Bright Star? by Securelist / Kaspersky,0,0,0,1.0
OSINT When ELF.BillGates met Windows by Arkoon+Netasq,3,1,1,1.0
OSINT The Shade Encryptor: a Double Threat by Kaspersky,0,0,0,1.0
"OSINT KeyRaider: iOS Malware Steals Over 225,000 Apple Accounts to Create Free App Utopia by Palo Alto Networks Unit 42",1,0,1,1.0
OSINT CryptoWall v4 Emerges Days After Cyber Threat Alliance Report by Palo Alto Networks Unit 42,2,1,1,1.0
OSINT Roaming tiger by Anton Cherepanov from ESET,10,1,1,1.0
"OSINT Angler EK: More Obfuscation, Fake Extensions, and Other Nonsense by Talos",5,1,1,1.0
OSINT DTL-12012015-01: Hong Kong SWC attack from Dragon Threat Labs,2,1,1,1.0
OSINT MSRT February update from Microsoft,0,0,0,1.0
OSINT Neutrino Exploit Kit â€“ One Flash File to Rule Them All by SpiderLabs,0,0,0,1.0
OSINT The Teenage Mutant Malvertiser Network by FireEye,6,0,1,1.0
OSINT Angler's best friends by SANS ISC Diary,36,1,1,1.0
OSINT Banking Trojan DRIDEX Uses Macros for Infection blog post from Trend Micro,2,1,1,1.0
OSINT Trojanized PuTTY Software by Cisco CSIRT,3,1,1,1.0
OSINT New 'f0xy' malware is intelligent - employs cunning stealth & trickery from Websense,1,0,1,1.0
OSINT Shellshock exploitation from Red Sky Weekly blog post,19,1,1,1.0
OSINT Assorted IOCs associated to Andromeda restlesz.su domain,0,0,0,1.0
Expansion on OSINT Operation Pawn Storm: The Red in SEDNIT from Trend Micro,1,0,1,1.0
20150415D: Fareit Malware Targeting Steam Users from ThreatConnect,17,1,1,1.0
Fessleak before It Was Cool by OpenDNS,5,1,1,1.0
OSINT Infected Korean Website Installs Banking Malware by Cyphort,4,1,1,1.0
"OSINT Cridex, Feodo, Geodo, Dridex, whats next? by abuse.ch",9,1,1,1.0
OSINT New C2 â€“ Neutrino Exploit Kit via pseudoDarkleech HOPTO.ORG gate delivers CrypMic Ransomware by Broad Analysis,3,1,1,1.0
Malspam 2016-08-16 (.wsf in .zip) - campaign: 'Blank 2',7,1,1,1.0
"Malspam 2016-08-17 (.docm) - campaign: ""Order Confirmation-""",7,1,1,1.0
OSINT Rex -Linux P2P Ransom botnet by This Is Security blog,0,0,0,1.0
OSINT TorrentLocker Ransomware Email IoCs 8/16/2016 by neonPrimeTime user on AlienVault OTX,54,1,1,1.0
OSINT  Aveo Malware Family Targets Japanese Speaking Users by Palo Alto networks Unit 42,3,1,1,1.0
Pivot on whois registrant 844148030@qq.com,0,0,0,1.0
OSINT Shark Ransomware: Ransomware as a service,0,0,0,1.0
Pivot on Shakti domains via PassiveTotal,0,0,0,1.0
"Malspam 2016-08-18 (.wsf in .zip) - campaign: ""Emailing: Label""",6,1,1,1.0
OSINT Bad News Bears - Panda Banker Starts Looking More Like a Grizzly by ProofPoint,0,0,0,1.0
OSINT Android Marcher: Continuously Evolving Mobile Malware by Zscaler,0,0,0,1.0
OSINT Domains and IPs involved in JS ransomware delivered through email by burberry on AlienVault OTX,1,0,1,1.0
"Malspam 2016-08-24 (.hta in .zip) - campaign: ""Emailing{N}.jpg""",8,1,1,1.0
"Malspam 2016-08-26 (.wsf in .zip) - campaign: ""Voice Message from Outside Caller""",21,1,1,1.0
"Malspam 2016-08-29 (.js in .zip) - campaign: ""Commission""",31,1,1,1.0
"Malspam 2016-08-29 (.wsf in .zip) - campaign: ""Please find attached invoice no""",23,1,1,1.0
OSINT - German Speakers Targeted by SPAM Leading to Ozone RAT,0,0,0,1.0
Ransomware - Xorist,0,0,0,1.0
Bitcoinminer installed by malware,0,0,0,1.0
"Malspam 2016-08-31 (.js in .zip) - campaign: ""bank transactions""",38,1,1,1.0
"Malspam 2016-09-01 (.hta in .zip) - campaign: ""Voice Message from Outside Caller""",24,1,1,1.0
"Malspam 2016-09-01 (.wsf in .zip) - campaign: ""Please find attached invoice no:""",25,1,1,1.0
"Malspam 2016-09-02 (.wsf in .zip) - campaign: ""icloud.com""",16,1,1,1.0
Malspam 2016-09-05 (.wsf in .zip),18,1,1,1.0
"Malspam 2016-09-06 (.js in .zip) - campaign: ""August invoice""",1,0,1,1.0
"Malspam 2016-09-06 (.js in .zip) - campaign: ""copies""",1,0,1,1.0
"Malspam 2016-09-06 (.wsf in .zip) - campaign: 'Message from ""CUKPR[x]""'",21,1,1,1.0
"Malspam 2016-09-07 (.js in .zip) - campaign: ""Agreement form""",2,1,1,1.0
Malspam 2016-09-08 (.wsf in .zip) - campaign: icloud.com,25,1,1,1.0
"Malspam 2016-09-09 (.wsf in .zip) - campaign: ""Documents Requested""",15,1,1,1.0
OSINT - The Dukes R&D Finds a New Anti-Analysis Technique,0,0,0,1.0
"Malspam 2016-09-12 (.wsf in .zip) - campaign: ""Photo|Image""",15,1,1,1.0
"Malspam 2016-09-13 (.hta in .zip) - campaign: ""Accounts Documentation - Invoices""",23,1,1,1.0
"Malspam 2016-09-14 (.wsf in .zip) - campaign: ""payment copy""",31,1,1,1.0
"Malspam 2016-09-14 (.wsf in .zip) - campaign: ""Tax invoice""",4,1,1,1.0
"Malspam 2016-09-14 (.js in .zip) - campaign: ""Delivery Confirmation""",6,1,1,1.0
"Malspam 2016-09-15 (.wsf in .zip) - campaign: ""Documents Requested""",39,1,1,1.0
"Malspam 2016-09-15 (.wsf in .zip) - campaign: ""SCAN""",24,1,1,1.0
"Malspam 2016-09-16 (.hta in .zip) - campaign: ""(Attached|Emailing|Copy|File): (Scan|Receipt|Document)(integer)""",25,1,1,1.0
"Malspam 2016-09-15 (.js in .zip) - campagin: ""Booking confirmation""",2,1,1,1.0
"Malspam 2016-09-16 (.js in .zip) - campaign: ""Re: request""",2,1,1,1.0
OSINT - ELF.Rex,0,0,0,1.0
"Malspam 2016-09-19 (.js in .zip) - campaign: ""Express Parcel service""",2,1,1,1.0
Dridex IoC's,0,0,0,1.0
OSINT - Malicious Macros Add Sandbox Evasion Techniques to Distribute New Dridex,0,0,0,1.0
OSINT - Tofsee â€“ modular spambot,0,0,0,1.0
"Malspam 2016-09-30 (.wsf in .zip) - campaign: ""Emailing""",16,1,1,1.0
"Malspam 2016-09-29 (.xls) - campaign: ""Receipt""",8,1,1,1.0
"Malspam 2016-09-30 (.wsf in .zip) - campaign: ""Parcel details""",7,1,1,1.0
"Malspam 2016-09-30 (.doc) - campaign: ""Receipt""",11,1,1,1.0
OSINT - Investigation of Linux.Mirai Trojan family,2,1,1,1.0
"Malspam 2016-10-03 (.xls) - campaign: ""[Scan]""",4,1,1,1.0
OSINT - How Stampado Ransomware Analysis Led To Yara Improvements,0,0,0,1.0
Spam 2016-10-12 (mule acquisition) - probably related to Locky resources,26,1,1,1.0
ELF Linux/NyaDrop,1,0,1,1.0
Spam week 43 (mule acquisition) - probably related to Locky resources,12,1,1,1.0
OSINT - Malspam delivers NanoCore RAT,2,1,1,1.0
OSINT -  The new .LNK between spam and Locky infection,2,1,1,1.0
OSINT - TeamXRat: Brazilian cybercrime meets ransomware,0,0,0,1.0
Yara Rule Set - detection of Empire by Florian Roth (PowerShell and Python post-exploitation agent.),0,0,0,1.0
OSINT - Exaspy â€“ Commodity Android Spyware Targeting High-level Executives,0,0,0,1.0
OSINT - Floki Bot and the stealthy dropper,0,0,0,1.0
OSINT - Ransoc Desktop Locking Ransomware Ransacks Local Files and Social Media Profiles,4,1,1,1.0
OSINT - Microsoft Word Intruder 8 Adds Support for Flash Vulnerability CVE-2016-4117,3,1,1,1.0
OSINT - Nemucod downloader spreading via Facebook,2,1,1,1.0
Cerber 5.0 through Google via onion gateway,0,0,0,1.0
"OSINT - New SmsSecurity Variant Roots Phones, Abuses Accessibility Features and TeamViewer",0,0,0,1.0
OSINT -  Shamoon 2: Return of the Disttrack Wiper,0,0,0,1.0
OSINT - A PBot (PHP + Perl Backdoor IRC Bot + Network Attack Tool) Infection on hegeman.com,0,0,0,1.0
OSINT - MMD-0033-2015 - Linux/XorDDoS infection incident report (CNC: HOSTASA.ORG),6,1,1,1.0
"OSINT - Another story of Unix Trojan: Tsunami/Kaiten.c (IRC/Bot) w/ Flooder, Backdoor at a hacked xBSD",3,1,1,1.0
OSINT - Readers of popular websites targeted by stealthy Stegano exploit kit hiding in pixels of malicious ads,0,0,0,1.0
OSINT - Astrum Drops,0,0,0,1.0
"OSINT - New Scheme: Spread Popcorn Time Ransomware, get chance of free Decryption Key",0,0,0,1.0
OSINT - Guaranteed Clicks: Mobile App Company Takes Control of Android Phones,0,0,0,1.0
OSINT - PROMETHIUM and NEODYMIUM: Parallel zeroday attacks targeting individuals in Europe,0,0,0,1.0
Kaspersky Lab: Spearphishing attack hits industrial companies,6,1,1,1.0
OSINT - Switcher: Android joins the â€˜attack-the-routerâ€™ club,3,1,1,1.0
Android spyware,1,0,1,1.0
OSINT - GRIZZLY STEPPE â€“ Additional expansion,0,0,0,1.0
OSINT -  Updated Sundown Exploit Kit Uses Steganography,2,1,1,1.0
OSINT - Threat Actors Using Legitimate PayPal Accounts To Distribute Chthonic Banking Trojan,0,0,0,1.0
OSINT - Exposing an AV-Disabling Driver Just in Time for Lunch,0,0,0,1.0
OSINT - 2016 Updates to Shifu Banking Trojan,4,1,1,1.0
OSINT - The curious case of a Sundown EK variant dropping a Cryptocurrency Miner,0,0,0,1.0
OSINT - New Variant of Ploutus ATM Malware Observed in the Wild in Latin America,0,0,0,1.0
OSINT - CARBANAK GROUP USES GOOGLE FOR MALWARE COMMAND-AND-CONTROL,0,0,0,1.0
OSINT -  Uncovering the Inner Workings of EyePyramid,0,0,0,1.0
OSINT - Spora - the Shortcut Worm that is also a Ransomware,0,0,0,1.0
Malware 2017-01-26 (.js in .zip) - Cerber,1,0,1,1.0
OSINT - EITest Nabbing Chrome Users with a â€œChrome Fontâ€ Social Engineering Scheme,8,1,1,1.0
"OSINT - Dridex Banking Trojan Returns, Leverages New UAC Bypass Method",3,1,1,1.0
Malspam targeting github users,2,1,1,1.0
OSINT - #OCJP-133: Hancitorãƒžãƒ«ã‚¦ã‚§ã‚¢æ„ŸæŸ“ ã¨ ãƒãƒƒã‚­ãƒ³ã‚°ã•ã‚ŒãŸWordpress,3,1,1,1.0
OSINT - Windows SMBv3 Denial of Service Proof of Concept (0 Day Exploit),0,0,0,1.0
OSINT - ikittens: iranian actor resurfaces with malware for mac (macdownloader),1,0,1,1.0
OSINT -  When A Pony Walks Out Of A Pub,2,1,1,1.0
OSINT - The Curious Case of a Reconnaissance Campaign Targeting Ministry and Embassy Sites,0,0,0,1.0
Erebus Ransomware Utilizes a UAC Bypass and Request a $90 Ransom Payment,0,0,0,1.0
OSINT - Shell Crew Variants Continue to Fly Under Big AVâ€™s Radar,24,1,1,1.0
OSINT - Attackers target dozens of global banks with new malware,1,0,1,1.0
OSINT - menuPass Returns with New Malware and New Attacks Against Japanese Academics and Organizations,0,0,0,1.0
OSINT - LAZARUSâ€™ FALSE FLAG MALWARE,0,0,0,1.0
OSINT - The Rise of Dridex and the Role of ESPs,23,1,1,1.0
OSINT - Additional Insights on Shamoon2,5,1,1,1.0
OSINT - Android malware on the rise,2,1,1,1.0
OSINT - Malware Leveraging PowerSploit,0,0,0,1.0
OSINT -  Preinstalled Malware Targeting Mobile Users,0,0,0,1.0
OSINT - RawPOS Malware Rides Again,0,0,0,1.0
OSINT - PetrWrap: the new Petya-based ransomware used in targeted attacks,0,0,0,1.0
OSINT -  Hunt Case Study: Hunting Campaign Indicators on Privacy Protected Attack Infrastructure,2,1,1,1.0
OSINT - New targeted attack against Saudi Arabia Government,2,1,1,1.0
OSINT - Nasty adware hiding in apps on Google Play Store,0,0,0,1.0
OSINT - Shamoon 2: Delivering Disttrack,0,0,0,1.0
OSINT - APT29 Domain Fronting With TOR,0,0,0,1.0
OSINT - Carbon Paper: Peering into Turlaâ€™s second stage backdoor,0,0,0,1.0
OSINT - Websites compromised in â€˜Decimal IPâ€™ campaign,1,0,1,1.0
OSINT - LMAOxUS Ransomware: Another Case of Weaponized Open Source Ransomware,0,0,0,1.0
"OSINT - High-Volume Dridex Campaigns Return, First to Hit Millions Since June 2016",8,1,1,1.0
OSINT - Off-the-shelf Ransomware Used to Target the Healthcare Sector,0,0,0,1.0
OSINT - Unraveling the Lamberts Toolkit An Overview of a Color-coded Multi-Stage Arsenal,0,0,0,1.0
OSINT - Ewind â€“ Adware in Applicationsâ€™ Clothing,0,0,0,1.0
OSINT - Callisto Group,1,0,1,1.0
OSINT - FlexSpy Application Analysis,4,1,1,1.0
OSINT - Cardinal RAT Active for Over Two Years,0,0,0,1.0
OSINT - Similarities Between Carbanak and FIN7 Malware Suggest Actors Are Closely Related,5,1,1,1.0
"OSINT - OSX Malware is Catching Up, and it wants to Read Your HTTPS Traffic",0,0,0,1.0
OSINT - Use of DNS Tunneling for C&C Communications,0,0,0,1.0
OSINT - Windows Defender ATP thwarts Operation WilySupply software supply chain cyberattack,2,1,1,1.0
OSINT - EPS Processing Zero-Days Exploited by Multiple Threat Actors,3,1,1,1.0
"Password-protected docs 2017-05-10 : Ursnif 2002 - ""payment confirmation.ab1_c23def4lg56hi#78j.docx""",1,0,1,1.0
Ransomware spreading through SMB attacking multiple companies,0,0,0,1.0
OSINT - Massive outbreak of ransomware variant infects large amounts of computers around the world,0,0,0,1.0
2017-05-15 Malspam  00_Invoice_###.PDF,23,1,1,1.0
OSINT - Uiwix Ransomware Using EternalBlue SMB Exploit To Infect Victims,0,0,0,1.0
OSINT - New Loki Variant Being Spread via PDF File,1,0,1,1.0
OSINT - Will Astrum Fill the Vacuum in the Exploit Kit Landscape?,3,1,1,1.0
OSINT - New SMB Worm Uses Seven NSA Hacking Tools. WannaCry Used Just Two,0,0,0,1.0
"Jaff 2017-05-22 : ""Copy of Invoice 12345678"" / ""12345678.PDF""",22,1,1,1.0
"Jaff 2017-05-25 : ""Payment Receipt 1234"" - ""1234.pdf""",23,1,1,1.0
OSINT - Analysis of Emotet v4,0,0,0,1.0
M2M -  Malspam --> 62909008.pdf,16,1,1,1.0
OSINT - Threat actors leverage EternalBlue exploit to deliver non-WannaCry payloads,2,1,1,1.0
OSINT - â€œZusyâ€ PowerPoint Malware Spreads Without Needing Macros,0,0,0,1.0
OSINT - Shadowfall,0,0,0,1.0
OSINT -  The Recorded Future Blog Malicious Android Applications Raise Concerns for Enterprises,10,1,1,1.0
"M2M -  Trickbot 2017-06-07 : ""mac1"" : ""12_Invoice_3456"" - ""001_4321.pdf""",47,1,1,1.0
"M2M -  Jaff 2017-06-06 : ""Order"" - ""MX-2310U_20170606_123456.pdf""",23,1,1,1.0
"M2M -  Dridex 2017-06-05 : botnet 7200 - ""Invoice"" - ""A4 Inv_Crd 12345.pdf""",33,1,1,1.0
"M2M -  Jaff 2017-06-09 : missing subject - ""IMG_1234.ZIP"" / ""DOC_1234.docm""",22,1,1,1.0
"M2M -  Trickbot 2017-06-09 : mac1 : ""Facture AA-123-RR"" / ""Copy Credit Note"" - ""1234567.zip""",46,1,1,1.0
OSINT - FIREBALL â€“ The Chinese Malware of 250 Million Computers Infected,0,0,0,1.0
OSINT - MacRansom: Offered as Ransomware as a Service,0,0,0,1.0
"M2M -  Trickbot 2017-06-12 : mac1 : Facture N 1234 du 12/06/2017 - ""FACTURE_1234.zip""",31,1,1,1.0
"M2M -  Jaff 2017-06-13 : ""Invoice PIS1234567.zip""",20,1,1,1.0
"M2M -  Trickbot 2017-06-14 : mac1 : ""Emailing: 123456789"" - ""123456789.PDF""",61,1,2,1.0
"M2M -  Jaff 2017-06-14 : ""Emailing: 123456789"" - ""123456789.ZIP""",21,1,1,1.0
M2M -  #LokiBot goes  with SWIFT theme,1,0,1,1.0
"OSINT -  McAfee Discovers Pinkslipbot Exploiting Infected Machines as Control Servers; Releases Free Tool to Detect, Disable Trojan",0,0,0,1.0
Malspam 2017-06-21 'Job Application',43,1,1,1.0
M2M -  #trickbot Facture ### via .zip/.WSF,55,1,1,1.0
M2M -  Emailing: ########.jpg zip|wsf,27,1,1,1.0
"M2M -  Trickbot 2017-06-27 : mac1 : ""facture 654321"" - ""abonneau_654321.docm""",60,1,1,1.0
OSINT - DÃ©jÃ  vu: Petya ransomware appears with SMB propagation capabilities,0,0,0,1.0
OSINT - New Variant of Petya Ransomware Spreading Like Wildfire,0,0,0,1.0
OSINT - The MeDoc Connection,2,1,1,1.0
OSINT - New KONNI Campaign References North Korean Missile Capabilities,1,0,1,1.0
OSINT - SpyDealer: Android Trojan Spying on More Than 40 Apps,87,1,1,1.0
OSINT - Spam Campaign Delivers Cross-platform Remote Access Trojan Adwind,1,0,1,1.0
