event_info,threat_level_id,num_domains,num_ips,num_urls,has_multiple_ip_ranges,unique_ip_countries,avg_domain_entropy,avg_length_of_urls,criticite
OSINT -  Player 3 Has Entered the Game: Say Hello to 'WannaCry',2,0,14,29,1,1,0.0,114.86206896551724,0.0
OSINT - Alert (TA17-132A) Indicators Associated With WannaCry Ransomware,2,0,0,28,0,0,0.0,114.42857142857144,0.0
OSINT - Neo23x0 Yara Rule Set and Sigma Rule Set - WannaCry,2,0,0,1,0,0,0.0,77.0,0.0
2017-05-15 Malspam  00_Invoice_###.PDF,3,26,23,39,1,1,3.3098820812463368,40.23076923076923,1.0
2017-05-16 Malspam Emailing:#####.pdf.pdf,3,25,26,35,1,1,3.352001971037693,49.0,1.0
Invoice ###### 05/17/2017 from dontreply@random,3,24,24,25,1,1,3.297253902736877,31.72,1.0
OSINT - Uiwix Ransomware Using EternalBlue SMB Exploit To Infect Victims,3,0,0,8,0,0,0.0,63.125,1.0
OSINT - New Loki Variant Being Spread via PDF File,3,1,1,5,0,1,3.616874605956222,79.0,1.0
OSINT - Will Astrum Fill the Vacuum in the Exploit Kit Landscape?,3,0,3,4,1,1,0.0,95.75,1.0
OSINT - New SMB Worm Uses Seven NSA Hacking Tools. WannaCry Used Just Two,3,1,0,19,0,0,3.936260027531527,109.0,1.0
"Jaff 2017-05-22 : ""Copy of Invoice 12345678"" / ""12345678.PDF""",3,21,22,23,1,1,3.3130659813683123,37.60869565217392,1.0
OSINT - Tainted Leaks: Disinformation and Phishing With a Russian Nexus,3,6,3,1,1,1,3.0856800043284256,66.0,1.0
"Jaff 2017-05-25 : ""Payment Receipt 1234"" - ""1234.pdf""",3,24,23,26,1,1,3.340676587421893,36.84615384615385,1.0
OSINT - Analysis of Emotet v4,3,0,0,17,0,0,0.0,44.94117647058823,1.0
"Jaff 2017-05-26 : ""Scanned Image from a Xerox WorkCentre"" - ""Scan_0012_123456789.zip""",3,20,18,22,1,1,3.315060560784576,37.59090909090909,1.0
M2M -  Malspam --> 62909008.pdf,3,17,16,20,1,1,3.3397654071329943,43.25,1.0
"M2M -  Jaff 2017-06-02 : ""Invoice INV-1234"" - ""Invoice INV-1234.pdf""",3,19,19,19,1,1,3.3392819206380477,29.526315789473685,1.0
OSINT - Threat actors leverage EternalBlue exploit to deliver non-WannaCry payloads,3,3,2,3,1,1,3.1785431624606773,122.33333333333331,1.0
OSINT - â€œZusyâ€ PowerPoint Malware Spreads Without Needing Macros,3,0,0,3,0,0,0.0,117.0,1.0
OSINT - Shadowfall,3,1,0,7,0,0,3.235926350629033,78.85714285714286,1.0
OSINT -  The Recorded Future Blog Malicious Android Applications Raise Concerns for Enterprises,3,1,10,2,1,1,2.5,85.5,1.0
"M2M -  Trickbot 2017-06-07 : ""mac1"" : ""12_Invoice_3456"" - ""001_4321.pdf""",3,30,47,48,1,1,3.325529382586103,22.95833333333333,1.0
"M2M -  Password-protected docs 2017-06-07 : ""John C Doe"" - ""ab1_c23def4lg56hi#78j.docx""",3,7,5,9,1,1,3.4853564924958,24.22222222222222,1.0
"M2M -  Jaff 2017-06-06 : ""Order"" - ""MX-2310U_20170606_123456.pdf""",3,24,23,24,1,1,3.345882138732537,30.916666666666668,1.0
"M2M -  Dridex 2017-06-05 : botnet 7200 - ""Invoice"" - ""A4 Inv_Crd 12345.pdf""",3,29,33,33,1,1,3.270441267452395,30.24242424242424,1.0
"M2M -  Jaff 2017-06-09 : missing subject - ""IMG_1234.ZIP"" / ""DOC_1234.docm""",3,23,22,23,1,1,3.268222173993967,29.73913043478261,1.0
"M2M -  Trickbot 2017-06-09 : mac1 : ""Facture AA-123-RR"" / ""Copy Credit Note"" - ""1234567.zip""",3,28,46,45,1,1,3.2093057062777315,22.31111111111111,1.0
OSINT - FIREBALL â€“ The Chinese Malware of 250 Million Computers Infected,3,30,0,8,0,0,3.3720761566834283,103.625,1.0
OSINT - Dvmap: the first Android malware with code injection,3,0,0,3,0,0,0.0,105.0,1.0
OSINT - MacRansom: Offered as Ransomware as a Service,3,0,0,2,0,0,0.0,99.0,1.0
"M2M -  Trickbot 2017-06-12 : mac1 : Facture N 1234 du 12/06/2017 - ""FACTURE_1234.zip""",3,25,31,32,1,1,3.235637582161382,26.40625,1.0
"M2M -  Jaff 2017-06-13 : ""Invoice PIS1234567.zip""",3,21,20,23,1,1,3.251167779604431,36.60869565217392,1.0
"M2M -  Trickbot 2017-06-14 : mac1 : ""Emailing: 123456789"" - ""123456789.PDF""",3,35,61,37,1,2,3.238483376346698,34.351351351351354,1.0
"M2M -  Jaff 2017-06-14 : ""Emailing: 123456789"" - ""123456789.ZIP""",3,22,21,24,1,1,3.341262522588639,40.41666666666666,1.0
M2M -  #LokiBot goes  with SWIFT theme,3,74,1,31,0,1,3.238668634291804,45.80645161290322,1.0
"OSINT -  McAfee Discovers Pinkslipbot Exploiting Infected Machines as Control Servers; Releases Free Tool to Detect, Disable Trojan",3,0,0,6,0,0,0.0,125.66666666666669,1.0
Malspam 2017-06-21 'Job Application',3,25,43,0,1,1,3.8217648463451503,0.0,1.0
M2M -  #trickbot Facture ### via .zip/.WSF,3,32,55,38,1,1,3.380631077613887,45.63157894736842,1.0
"M2M -  Locky 2017-06-21 : Affid=3 : ""Copy of Invoice 87654321"" - ""87654321.zip""",3,12,1,13,0,1,3.664446656838445,35.0,1.0
M2M -  phishing URLs,3,106,10,0,1,1,3.705576194540612,0.0,1.0
M2M -  Emailing: ########.jpg zip|wsf,3,38,27,45,1,1,3.3808605759509978,45.04444444444445,1.0
"M2M -  Trickbot 2017-06-27 : mac1 : ""facture 654321"" - ""abonneau_654321.docm""",3,33,60,35,1,1,3.266527780828945,35.51428571428571,1.0
OSINT - DÃ©jÃ  vu: Petya ransomware appears with SMB propagation capabilities,3,0,0,6,0,0,0.0,110.5,1.0
OSINT - New Variant of Petya Ransomware Spreading Like Wildfire,3,0,0,6,0,0,0.0,114.33333333333331,1.0
OSINT - The MeDoc Connection,3,0,2,7,1,1,0.0,109.85714285714286,1.0
OSINT - Analysis of TeleBotsâ€™ cunning backdoor,3,1,0,4,0,0,3.0850551027564768,107.75,1.0
OSINT - New KONNI Campaign References North Korean Missile Capabilities,3,2,1,4,0,1,3.0378638967728904,112.0,1.0
OSINT - SpyDealer: Android Trojan Spying on More Than 40 Apps,3,1,87,15,1,1,2.75,115.8,1.0
OSINT - Spam Campaign Delivers Cross-platform Remote Access Trojan Adwind,3,0,1,10,0,1,0.0,78.1,1.0
OSINT - LockPoS Joins the Flock,3,0,0,3,0,0,0.0,98.33333333333331,1.0
M2M -  Encrypted Docx Campaign,3,13,5,6,1,1,3.4466480761360336,59.66666666666666,1.0
M2M -  #trickbot Lloyds Bank,3,2,19,3,1,1,3.6534764580509353,62.0,1.0
OSINT - Recent Winnti Infrastructure and Samples,3,39,0,4,0,0,3.322655313062702,74.75,1.0
OSINT - Unravelling .NET with the Help of WinDBG,3,0,0,8,0,0,0.0,112.625,1.0
Stantinko investigation,1,87,4,0,1,1,1.8480878965849752,0.0,0.0
OSINT - Rurktar - Spyware under Construction,3,0,0,6,0,0,0.0,103.5,1.0
OSINT - Linux.Bew: un backdoor para el minado de Bitcoin,3,1,2,2,1,1,3.0,96.5,1.0
"OSINT - CowerSnail, from the creators of SambaCry",3,1,0,2,0,0,3.0220552088742005,93.5,1.0
OSINT - A new era in mobile banking Trojans,3,0,0,2,0,0,0.0,91.0,1.0
"OSINT - Real News, Fake Flash: Mac OS X Users Targeted",3,2,4,2,1,1,3.33282650288442,101.5,1.0
OSINT - FIN7/Carbanak threat actor unleashes Bateleur JScript backdoor,3,0,9,3,1,1,0.0,115.0,1.0
"OSINT - A Look at JS_POWMET, a Completely Fileless Malware",3,0,0,4,0,0,0.0,113.25,1.0
OSINT - TwoFace Webshell: Persistent Access Point for Lateral Movement,3,0,0,13,0,0,0.0,117.0,1.0
OSINT - Tale of the Two Payloads â€“ TrickBot and Nitol,3,1,0,2,0,0,2.721928094887362,111.5,1.0
"OSINT - APT28 Targets Hospitality Sector, Presents Threat to Travelers",3,2,0,3,0,0,3.108861674944148,108.0,1.0
OSINT - Fake Snapchat in Google Play Store,3,0,0,2,0,0,0.0,88.0,1.0
OSINT - The Blockbuster Saga Continues,3,0,9,9,1,1,0.0,88.55555555555556,1.0
OSINT - ShadowPad in corporate networks,2,11,0,7,0,0,3.414482162348131,102.85714285714286,0.0
OSINT - EngineBox Malware Supports 10+ Brazilian Banks,3,0,1,12,0,1,0.0,85.0,1.0
OSINT - Turla APT actor refreshes KopiLuwak JavaScript backdoor for use in G20-themed attack,2,0,0,7,0,0,0.0,113.42857142857144,0.0
"OSINT - Emotet, New high-volume spam campaign has links pointing to malicious documents that download banking Trojan",3,0,0,22,0,0,0.0,40.0,1.0
OSINT - Malware uncovered by ESET researchers aimed at gamers,3,0,0,25,0,0,0.0,115.12,1.0
OSINT - Meet Ovidiy Stealer: Bringing credential theft to the masses,3,4,0,18,0,0,3.2281090310674787,116.16666666666669,1.0
Malspam 2017-08-25 'Your Sage subscription invoice is ready',3,12,12,12,1,1,3.2164507959462654,29.33333333333333,1.0
Malspam 2017-08-24 'Bill-',3,1,1,1,0,1,3.141619208183979,46.0,1.0
OSINT - New Version of â€œTrickbotâ€ Adds Worm Propagation Module,3,0,0,1,0,0,0.0,88.0,1.0
OSINT - WAP-billing Trojan-Clickers on rise,3,0,0,6,0,0,0.0,108.33333333333331,1.0
"OSINT - Dridex Actors Get In the Ransomware Game With ""Locky""",3,4,0,20,0,0,3.359282339023789,40.35,1.0
OSINT Dust Storm Campaign Targeting Japanese Critical Infrastructure,2,162,47,3,1,1,3.1776748325959905,112.33333333333331,0.0
OSINT - Android-based Smart TVs Hit By Backdoor Spread Via Malicious App,3,2,0,18,0,0,3.169925001442312,87.0,1.0
OSINT - Botnet bruteforcing Point Of Sale terminals via Remote Desktop,3,0,1,4,0,1,0.0,114.0,1.0
OSINT - Turla - Harnessing SSL Certificates Using Infrastructure Chaining,2,10,27,1,1,1,2.9037070031452736,87.0,0.0
OSINT - ATMZombie: banking trojan in Israeli waters,3,4,4,12,1,1,3.2941984434549703,114.41666666666669,1.0
OSINT - New Hacking team samples (OSX),1,0,1,3,0,1,0.0,108.66666666666669,0.0
OSINT - A Look Into Fysbis: Sofacyâ€™s Linux Backdoor,2,3,1,4,0,1,3.5894003143381368,111.0,0.0
OSINT - Packrat: Seven Years of a South American Threat Actor,2,87,2,21,1,1,3.3946643187804204,76.0,0.0
OSINT - PlugX-Ñ‚ Ó©Ñ€Ñ‚ÑÓ©Ð½ ÑÐ¸ÑÑ‚ÐµÐ¼Ð¸Ð¹Ð³ Ñ†ÑÐ²ÑÑ€Ð»ÑÑ… Ð½ÑŒ,2,10,4,2,1,1,3.1954178295893354,43.0,0.0
"Malspam collection (2016-03-02) - Locky, TeslaCrypt",3,34,30,35,1,1,3.294988940368578,53.97142857142857,1.0
OSINT - LOCKY DGA THREAT ACTOR(S),3,3790,4,1,0,1,3.42984196531626,57.0,1.0
Dridex (2016-03-07),3,0,10,20,1,1,0.0,117.0,1.0
TeslaCrypt (2016-03-08),3,3,4,15,1,1,3.455358362998426,90.93333333333334,1.0
BadMirror: New Android Malware Family Spotted by SherlockDroid,3,0,0,7,0,0,0.0,70.28571428571429,1.0
"OSINT - The Connections Between MiniDuke, CosmicDuke and OnionDuke",2,0,0,7,0,0,0.0,117.0,0.0
OSINT - New OS X Ransomware KeRanger Infected Transmission BitTorrent Client Installer,3,3,0,10,0,0,2.1556390622295662,91.3,1.0
OSINT APT Bestia used in APT attacks on Polish Government,2,0,0,3,0,0,0.0,72.0,0.0
OSINT -  Clickjacking Campaign Plays on European Cookie Law,3,6,0,1,0,0,3.6357100171010366,100.0,1.0
Dridex (2016-03-09) - botnet 220,3,0,24,6,1,1,0.0,49.0,1.0
"Malspam (2016-03-09) - Locky, TeslaCrypt",3,12,20,34,1,1,3.377760178887465,80.61764705882354,1.0
OSINT - The Cerber Ransomware not only Encrypts Your Data But Also Speaks to You,3,0,0,4,0,0,0.0,117.25,1.0
Cerber Ransomware,3,1,0,5,0,0,3.788754913993503,31.8,1.0
OSINT - Shifting Tactics: Tracking changes in years-long espionage campaign against Tibetans,2,5,0,9,0,0,3.684126228070381,87.88888888888889,0.0
"Malspam (2016-03-10) - Locky, TeslaCrypt",3,1,9,18,1,1,3.327819531114783,73.33333333333333,1.0
OSINT - Android banking trojan masquerades as Flash Player and bypasses 2FA,3,0,3,14,1,1,0.0,54.92857142857143,1.0
OSINT -  Death Comes Calling: Thanatos/Alphabot Trojan Hits the Market,3,1,1,4,0,1,3.784183719779189,113.0,1.0
'Surprise' Ransomware (2016-03-11),3,1,0,2,0,0,3.277613436819116,77.5,1.0
OSINT - PowerSniff Malware Used in Macro-based Attacks,2,7,0,19,0,0,3.576955674063773,116.0,0.0
"Malspam (2016-03-14) - Locky, TeslaCrypt",3,15,26,46,1,1,3.26792301285877,90.32608695652172,1.0
Potential SpamBots (2016-03-15),3,0,7,0,1,1,0.0,0.0,1.0
Dridex botnet 222 (20160315),3,0,6,31,1,1,0.0,48.29032258064516,1.0
Dridex of the day (2016-03-16) - botnet 120,3,3,41,19,1,1,3.461099201854101,106.0,1.0
OSINT - Malicious iBanking application with new uninstall countermeasures,3,0,0,3,0,0,0.0,94.0,1.0
Locky (2016-03-16),3,2,8,6,1,1,3.0867786311375927,90.66666666666669,1.0
OSINT - AceDeceiver: First iOS Trojan Exploiting Apple DRM Design Flaws to Infect Any iOS Device,3,3,0,21,0,0,2.321928094887362,118.04761904761904,1.0
OSINT - STOP SCANNING MY MACRO,3,2,0,15,0,0,3.612696642244505,114.33333333333331,1.0
OSINT - Petya Ransomware,3,0,0,3,0,0,0.0,113.0,1.0
OSINT - Malware is being signed with multiple digital certificates to evade detection,2,0,1,4,0,1,0.0,78.75,0.0
OSINT - Evolution of SamSa Malware Suggests New Ransomware Tactics In Play,3,10,0,23,0,0,3.238901256602631,117.04347826086956,1.0
OSINT - PETYA Crypto-ransomware Overwrites MBR to Lock Users Out of Their Computers,3,0,0,4,0,0,0.0,117.5,1.0
OSINT - New self-protecting USB trojan able to avoid detection,3,0,0,6,0,0,0.0,111.83333333333331,1.0
OSINT - SURGE IN SPAM CAMPAIGN DELIVERING LOCKY RANSOMWARE DOWNLOADERS,3,0,4,2,1,1,0.0,97.5,1.0
OSINT - McAfee Labs Threat Advisory Ransomware-Locky,3,4,4,1,1,1,3.509973037038256,148.0,1.0
OSINT - Malware Employs PowerShell to Infect Systems,3,0,1,4,0,1,0.0,93.5,1.0
OSINT - TREASUREHUNT: A CUSTOM POS MALWARE TOOL,3,6,2,18,1,1,3.183609446387159,71.94444444444444,1.0
Locky of the day (20160328) -  affid=3,3,11,6,13,1,1,3.3467614898757856,44.0,1.0
OSINT - Taiwan targeted with new cyberespionage back door Trojan,2,4,5,12,1,1,2.9811755716279267,114.66666666666669,0.0
OSINT - Meet Remaiten â€“ a Linux bot on steroids targeting routers and potentially other IoT devices,3,0,3,45,1,1,0.0,117.31111111111112,1.0
Malspam (2016-04-05) - TeslaCrypt,3,9,18,12,1,1,3.4327969846234705,93.5,1.0
Dridex (2016-04-06) - botnet 122,3,1,23,3,1,1,3.0220552088742005,93.66666666666669,1.0
OSINT - Most prevalent Android ransomware in the West arrives in Japan,2,0,0,23,0,0,0.0,115.82608695652172,0.0
Kegotip downloader,3,0,1,3,0,1,0.0,84.66666666666667,1.0
PWS: Win32/Kegotip.C,3,3,8,1,1,1,3.260022800767315,97.0,1.0
Information stealer: Fareit,3,1,1,5,0,1,3.4182958340544896,97.4,1.0
OSINT - Locky: the encryptor taking the world by storm,3,0,0,1,0,0,0.0,89.0,1.0
OSINT - ModPOS: A Framework Lurking in Point-of-Sale System Kernels,3,0,2,2,1,1,0.0,100.0,1.0
OSINT - Locky Ransomware Domains â€“ Followup Analysis Uncovers 130 New Indicators,3,4,10,1,1,1,3.5823343244344783,82.0,1.0
OSINT - Mobile Devices Used to Execute DNS Malware Against Home Routers,3,0,0,22,0,0,0.0,79.5909090909091,1.0
OSINT - New Locky Variant Implements Evasion Techniques,3,0,0,11,0,0,0.0,114.1818181818182,1.0
Rokku Ransomware shows possible link with Chimera,3,0,0,6,0,0,0.0,109.33333333333331,1.0
Dridex (2016-04-12),3,1,5,8,1,1,3.180832987205441,109.125,1.0
OSINT - Retefe is back in town,3,1,1,4,0,1,2.8453509366224368,101.5,1.0
New ransomware,3,1,1,3,0,1,3.1820058147602133,87.66666666666667,1.0
OSINT - New Crypto-Ransomware JIGSAW Plays Nasty Games,3,1,0,11,0,0,3.2516291673878226,106.63636363636364,1.0
OSINT - Your Package Has Been Successfully Encrypted: TeslaCrypt 4.1A and the Malware Attack Chain,3,0,0,10,0,0,0.0,55.8,1.0
"CryptXXX: New Ransomware From the Actors Behind Reveton, Dropping Via Angler",3,0,2,17,1,1,0.0,100.58823529411764,1.0
"OSINT - â€œOperation C-Majorâ€ Actors Also Used Android, BlackBerry Mobile Spyware Against Targets",3,1,0,9,0,0,3.4182958340544896,119.11111111111111,1.0
OSINT - Teaching an old RAT new tricks,3,2,0,5,0,0,3.3371753411230767,106.6,1.0
OSINT - powershell used for spreading trojan.laziok through google docs,3,0,1,3,0,1,0.0,41.333333333333336,1.0
OSINT - New Poison Ivy RAT Variant Targets Hong Kong Pro-Democracy Activists,2,2,0,6,0,0,3.1219280948873624,118.66666666666669,0.0
OSINT The Ghost Dragon by Cylance,2,11,29,8,1,1,3.239903144603569,97.375,0.0
OSINT - TWO BYTES TO $951M (SWIFT payment system abuse),2,0,1,5,0,1,0.0,106.0,0.0
OSINT - New FAREIT Strain Abuses PowerShell,3,0,0,9,0,0,0.0,115.77777777777776,1.0
OSINT - Macro Malware Employs Advanced Obfuscation to Avoid Detection,3,0,0,3,0,0,0.0,111.0,1.0
"OSINT - New Poison Ivy Activity Targeting Myanmar, Asian Countries",3,5,0,7,0,0,3.3823635539014774,117.0,1.0
OSINT - New Downloader for Locky,3,4,1,14,0,1,3.081896629397809,72.57142857142857,1.0
Malspam (2016-04-28) - Locky,3,13,11,28,1,1,3.1445024429431294,80.60714285714286,1.0
Malspam (2016-04-28) - Locky (#2),3,11,16,42,1,1,3.31281901694734,82.5952380952381,1.0
"Malspam (2016-04-28) - #3 (unknown payload, not accessible)",3,2,0,2,0,0,4.066677073707229,69.0,1.0
OSINT - PLATINUM Targeted attacks in South and Southeast Asia,3,10,5,12,1,1,2.6028794272222204,93.58333333333331,1.0
"OSINT -  Over 100,000 South Korean Users Affected by BlackMoon Campaign",3,0,8,1,1,1,0.0,92.0,1.0
OSINT - MULTIGRAIN â€“ Point of Sale Attackers Make an Unhealthy Addition to the Pantry,3,0,0,2,0,0,0.0,96.0,1.0
OSINT - Turbo Twist: Two 64-bit Derusbi Strains Converge,3,64,0,4,0,0,3.3240235116232606,109.25,1.0
Fake scan campaings (20160505 - 20160507) using docm - Dridex,3,0,3,8,1,1,0.0,61.125,1.0
OSINT - New Infostealer Trojan uses Fiddler Proxy & Json.NET,3,0,0,12,0,0,0.0,79.5,1.0
OSINT - Exploring CVE-2015-2545 and its users,3,9,6,32,1,1,3.096970684978308,116.28125,1.0
A Detailed Examination of the Siesta Campaign,2,33,2,33,1,1,3.151741856305817,114.24242424242424,0.0
OSINT - Chinese-language Ransomware Makes An Appearance,3,0,0,6,0,0,0.0,50.5,1.0
OSINT - Cyber Heist Attribution,2,0,0,1,0,0,0.0,117.0,0.0
"OSINT -  Hancitor and Ruckguv Reappear, Updated and With Vawtrak On Deck",3,0,0,19,0,0,0.0,65.36842105263158,1.0
OSINT - Bolek: Leaked Carberp KBot Source Code Complicit in New Phishing Campaigns,3,15,10,7,1,1,3.53665915582994,93.28571428571428,1.0
Locky of the day (20160520),3,1,1,1,0,1,3.321928094887362,117.0,1.0
OSINT - APT Case RUAG Technical Report,1,0,12,25,1,1,0.0,62.12,0.0
OSINT - Operation Ke3chang Resurfaces With New TidePool Malware,2,1,0,1,0,0,3.238901256602631,107.0,0.0
OSINT - Targeted Attacks against Banks in the Middle East,3,1,0,4,0,0,2.9219280948873623,52.75,1.0
OSINT - Looking Into a Cyber-Attack Facilitator in the Netherlands by Trend Micro,1,68,0,2,0,0,3.370319805049784,114.0,0.0
OSINT - Dogspectus Ransomware Analysis,3,0,0,10,0,0,0.0,50.3,1.0
OSINT - New Wekby Attacks Use DNS Requests As Command and Control Mechanism,3,7,0,12,0,0,3.4734471974956262,107.33333333333331,1.0
OSINT - CVE-2015-2545: overview of current threats,2,6,6,26,1,1,2.9368674237668637,116.07692307692308,0.0
Malspam - Locky - 2016-05-26 (.docm),3,8,6,23,1,1,3.396874445203971,97.17391304347828,1.0
Malspam - 2016-05-27 - Locky - .docm,3,18,15,44,1,1,3.2783468282561934,89.02272727272727,1.0
OSINT - Keep Calm and (Donâ€™t) Enable Macros: A New Threat Actor Targets UAE Dissidents,2,5,2,12,1,1,3.5941144330410424,43.91666666666666,0.0
A Universal Windows Bootkit An analysis of the MBR bootkit referred to as â€œHDRootâ€,3,0,0,3,0,0,0.0,77.33333333333333,1.0
OSINT - Ð‘Ð°Ð½ÐºÐ¾Ð²ÑÐºÐ¸Ð¹ Ñ‚Ñ€Ð¾ÑÐ½ÐµÑ† Lurk: ÑÐ¿ÐµÑ†Ð¸Ð°Ð»ÑŒÐ½Ð¾ Ð´Ð»Ñ Ð Ð¾ÑÑÐ¸Ð¸ (Banking Trojan Lurk: specially for Russia),2,22,0,17,0,0,3.6087353533566695,115.05882352941175,0.0
OSINT - IRONGATE ICS Malware: Nothing to See Here...Masking Malicious Activity on SCADA Systems,2,0,0,9,0,0,0.0,112.66666666666669,0.0
"OSINT - CryptXXX Ransomware Learns the Samba, Other New Tricks With Version 3.100",3,0,1,5,0,1,0.0,116.8,1.0
"OSINT - Lame proxychanger, apparently related to a clickfraud botnet.",3,3,1,25,0,1,3.1847472263418304,94.24,1.0
OSINT - LinkedIn information used to spread banking malware in the Netherlands,3,1,1,3,0,1,3.378783493486176,87.33333333333333,1.0
OSINT -  Communications of the Bolek Trojan,3,3,0,5,0,0,3.6814844480667728,107.4,1.0
OSINT - Reverse-engineering DUBNIUM,3,0,0,16,0,0,0.0,114.8125,1.0
OSINT - Mofang: A politically motivated information stealing adversary,2,19,1,39,0,1,3.3222874577304085,110.51282051282053,0.0
OSINT New Sofacy Attacks Against US Government Agency by Palo Alto Unit 42,1,5,1,6,0,1,3.0597868747731027,115.16666666666669,0.0
OSINT - Setting Sights On Retail: AbaddonPOS Now Targeting Specific POS Software,3,0,2,8,1,1,0.0,85.25,1.0
OSINT - PlugX goes to the registry (and India),2,12,0,16,0,0,3.0077590366305405,116.3125,0.0
Malspam (2016-06-22) - .js in .zip - Locky is back,3,48,46,49,1,1,3.219184509385038,30.73469387755102,1.0
OSINT - The Curious Case of an Unknown Trojan Targeting German-Speaking Users,3,31,0,8,0,0,3.434368576157901,115.625,1.0
Malspam 2016-06-24 (Locky),3,17,25,29,1,1,3.227149029192256,35.51724137931034,1.0
"OSINT - Doh! New ""Bart"" Ransomware from Threat Actors Spreading Dridex and Locky",3,0,0,8,0,0,0.0,88.0,1.0
Malspam 2016-06-27,3,30,35,37,1,1,3.3370826890655634,33.054054054054056,1.0
Malspam 2016-06-28 (Locky campaign subject: 'Updated'),3,25,31,32,1,1,3.3306072436629317,33.03125,1.0
OSINT - Retefe banking Trojan targets UK banking customers,3,0,0,6,0,0,0.0,109.66666666666669,1.0
OSINT - Linux/GafGyt - DVR devices compromised/infected,3,0,5,20,1,1,0.0,104.95,1.0
Malspam 2016-06-28 (Locky campaign subject: 'report'),3,26,32,44,1,1,3.2166759357392847,31.068181818181817,1.0
Malspam 2016-06-29 (campaign subject: 'new invoice'),3,17,41,5,1,1,3.1095993458306683,36.0,1.0
OSINT - Prince of Persia â€“ Game Over,3,67,6,2,1,1,3.3407411873987694,101.0,1.0
Malspam 2016-06-29 (campaign subject: 'Financial report'),3,12,30,6,1,1,3.1062519655905585,35.5,1.0
Malspam 2016-06-30 (campaign subject: 'Documents copies'),3,35,28,46,1,1,3.0109557334027626,34.04347826086956,1.0
OSINT - Satana ransomware â€“ threat coming soon?,3,0,0,3,0,0,0.0,102.0,1.0
OSINT - Apocalypse: Ransomware which targets companies through insecure RDP,3,0,0,2,0,0,0.0,110.0,1.0
"Malspam 2016-07-04 (testrun, subject 'Scanned image'), .docm",3,1,1,1,0,1,3.840402546702505,46.0,1.0
"Malspam 2016-07-05 (subject 'Scanned image'), .docm",3,6,6,6,1,1,3.4478787132163835,33.166666666666664,1.0
OSINT - The Dropping Elephant â€“ aggressive cyber-espionage in the Asian region,3,5,0,26,0,0,2.5834092389567,58.65384615384615,1.0
"OSINT - NetTraveler APT Targets Russian, European Interests",2,6,3,17,1,1,3.068511894057597,98.88235294117646,0.0
Malspam 2016-07-13 (Locky campaign 'Profile'),3,37,32,44,1,1,3.2213413007073863,30.113636363636363,1.0
Malspam 2016-07-12 (Locky campaign 'Fw:'),3,44,40,45,1,1,3.21249341475972,29.55555555555556,1.0
Malspam 2016-07-13 .wsf campaign,3,5,5,5,1,1,3.438515281434365,29.0,1.0
Malspam 2016-07-14 .wsf campaign,3,24,24,24,1,1,3.3197479175060303,31.20833333333333,1.0
Malspam 2016-07-15 .zip/.jse,3,0,2,1,1,1,0.0,36.0,1.0
"Malspam 2016-07-18 .wsf (campaign: ""bank account report"")",3,20,20,20,1,1,3.4323855244680685,30.5,1.0
"Malspam 2016-07-18 .wsf->.gif (campaign: ""RE: firstname.lastname"")",3,0,1,2,0,1,0.0,77.5,1.0
"Malspam 2016-07-18 .wsf (campaign: ""company database"")",3,16,16,16,1,1,3.3454936612296238,29.0,1.0
"Malspam 2016-07-19 .wsf (campaign: ""new invoice"")",3,16,16,49,1,1,3.167275230898181,30.551020408163264,1.0
"Malspam 2016-07-19 .docm (campaign: ""Documents from work"")",3,1,1,1,0,1,3.095795255000934,25.0,1.0
"Malspam 2016-07-21 .wsf (campaign: ""fixed invoice"")",3,18,18,19,1,1,3.127378291981785,31.210526315789476,1.0
"Malspam 2016-07-22 .js in .zip with embedded Locky (campaign: ""Financial statement"")",3,0,4,6,1,1,0.0,66.66666666666667,1.0
"OSINT - Kovter becomes almost file-less, creates a new file type, and gets some new certificates",3,0,0,13,0,0,0.0,101.23076923076924,1.0
OSINT - Patchwork cyberespionage group expands targets from governments to wide range of industries,2,19,2,32,1,1,3.253599149526625,117.03125,0.0
Guccifer 2.0: All Roads Lead to Russia - Threatconnect report,1,2,7,1,1,1,3.2743542474642435,63.0,0.0
OSINT - The Mad Max DGA,3,144,1,2,0,1,3.5244159080553974,85.0,1.0
OSINT - LuminosityLink RAT,3,1,1,2,0,1,2.5032583347756456,111.0,1.0
OSINT - NANHAISHU RATing the South China Sea,2,10,0,6,0,0,1.8669925001442311,106.66666666666669,0.0
OSINT - Strider: Cyberespionage group turns eye of Sauron on targets,3,3,0,17,0,0,3.1407564160235584,87.88235294117646,1.0
OSINT - ProjectSauron: top level cyber-espionage platform covertly extracts encrypted government comms,1,5,6,15,1,1,3.3032758686368253,99.6,0.0
OSINT Group5: Syria and the Iranian Connection by Citizen Lab,2,0,1,6,0,1,0.0,104.83333333333331,0.0
OSINT Massive AdGholas Malvertising Campaigns Use Steganography and File Whitelisting to Hide in Plain Sight by ProofPoint,3,37,31,1,1,1,3.3025158389409186,152.0,1.0
OSINT Lost your iPhone? Be on guard for a perfectly-timed Apple ID phishing attack by Hot For Security,3,1,0,1,0,0,3.684560814286289,122.0,1.0
Expansion on OSINT Lost your iPhone? Be on guard for a perfectly-timed Apple ID phishing attack by Hot For Security,3,24,2,4,1,1,3.520005583485828,53.0,1.0
