,event_info,num_domains,num_ips,num_urls,has_multiple_ip_ranges,unique_ip_countries,avg_domain_entropy,avg_length_of_urls,criticite
649,OSINT - FIREBALL â€“ The Chinese Malware of 250 Million Computers Infected,30,0,8,0,0,3.3720761566834283,103.625,1.0
650,OSINT - Dvmap: the first Android malware with code injection,0,0,3,0,0,0.0,105.0,1.0
651,OSINT - MacRansom: Offered as Ransomware as a Service,0,0,2,0,0,0.0,99.0,1.0
652,"M2M -  Trickbot 2017-06-12 : mac1 : Facture N 1234 du 12/06/2017 - ""FACTURE_1234.zip""",25,31,32,1,1,3.235637582161382,26.40625,1.0
653,"M2M -  Jaff 2017-06-13 : ""Invoice PIS1234567.zip""",21,20,23,1,1,3.251167779604431,36.60869565217392,1.0
654,"M2M -  Trickbot 2017-06-14 : mac1 : ""Emailing: 123456789"" - ""123456789.PDF""",35,61,37,1,2,3.238483376346698,34.351351351351354,1.0
655,"M2M -  Jaff 2017-06-14 : ""Emailing: 123456789"" - ""123456789.ZIP""",22,21,24,1,1,3.341262522588639,40.41666666666666,1.0
656,M2M -  #LokiBot goes  with SWIFT theme,74,1,31,0,1,3.238668634291804,45.80645161290322,1.0
657,"OSINT -  McAfee Discovers Pinkslipbot Exploiting Infected Machines as Control Servers; Releases Free Tool to Detect, Disable Trojan",0,0,6,0,0,0.0,125.66666666666669,1.0
658,Malspam 2017-06-21 'Job Application',25,43,0,1,1,3.8217648463451503,0.0,1.0
659,M2M -  #trickbot Facture ### via .zip/.WSF,32,55,38,1,1,3.380631077613887,45.63157894736842,1.0
660,"M2M -  Locky 2017-06-21 : Affid=3 : ""Copy of Invoice 87654321"" - ""87654321.zip""",12,1,13,0,1,3.664446656838445,35.0,1.0
661,M2M -  phishing URLs,106,10,0,1,1,3.705576194540612,0.0,1.0
664,M2M -  Emailing: ########.jpg zip|wsf,38,27,45,1,1,3.3808605759509978,45.04444444444445,1.0
666,"M2M -  Trickbot 2017-06-27 : mac1 : ""facture 654321"" - ""abonneau_654321.docm""",33,60,35,1,1,3.266527780828945,35.51428571428571,1.0
667,OSINT - DÃ©jÃ  vu: Petya ransomware appears with SMB propagation capabilities,0,0,6,0,0,0.0,110.5,1.0
668,OSINT - New Variant of Petya Ransomware Spreading Like Wildfire,0,0,6,0,0,0.0,114.33333333333331,1.0
669,OSINT - The MeDoc Connection,0,2,7,1,1,0.0,109.85714285714286,1.0
670,OSINT - Analysis of TeleBotsâ€™ cunning backdoor,1,0,4,0,0,3.0850551027564768,107.75,1.0
671,OSINT - New KONNI Campaign References North Korean Missile Capabilities,2,1,4,0,1,3.0378638967728904,112.0,1.0
672,OSINT - SpyDealer: Android Trojan Spying on More Than 40 Apps,1,87,15,1,1,2.75,115.8,1.0
673,OSINT - Spam Campaign Delivers Cross-platform Remote Access Trojan Adwind,0,1,10,0,1,0.0,78.1,1.0
674,OSINT - LockPoS Joins the Flock,0,0,3,0,0,0.0,98.33333333333331,1.0
675,M2M -  Encrypted Docx Campaign,13,5,6,1,1,3.4466480761360336,59.66666666666666,1.0
676,M2M -  #trickbot Lloyds Bank,2,19,3,1,1,3.6534764580509353,62.0,1.0
678,OSINT - Recent Winnti Infrastructure and Samples,39,0,4,0,0,3.322655313062702,74.75,1.0
679,OSINT - Unravelling .NET with the Help of WinDBG,0,0,8,0,0,0.0,112.625,1.0
680,Stantinko investigation,87,4,0,1,1,1.8480878965849752,0.0,0.0
681,OSINT - Rurktar - Spyware under Construction,0,0,6,0,0,0.0,103.5,1.0
682,OSINT - Linux.Bew: un backdoor para el minado de Bitcoin,1,2,2,1,1,3.0,96.5,1.0
683,"OSINT - CowerSnail, from the creators of SambaCry",1,0,2,0,0,3.0220552088742005,93.5,1.0
684,OSINT - A new era in mobile banking Trojans,0,0,2,0,0,0.0,91.0,1.0
685,"OSINT - Real News, Fake Flash: Mac OS X Users Targeted",2,4,2,1,1,3.33282650288442,101.5,1.0
686,OSINT - FIN7/Carbanak threat actor unleashes Bateleur JScript backdoor,0,9,3,1,1,0.0,115.0,1.0
687,"OSINT - A Look at JS_POWMET, a Completely Fileless Malware",0,0,4,0,0,0.0,113.25,1.0
688,OSINT - TwoFace Webshell: Persistent Access Point for Lateral Movement,0,0,13,0,0,0.0,117.0,1.0
689,OSINT - Tale of the Two Payloads â€“ TrickBot and Nitol,1,0,2,0,0,2.721928094887362,111.5,1.0
690,"OSINT - APT28 Targets Hospitality Sector, Presents Threat to Travelers",2,0,3,0,0,3.108861674944148,108.0,1.0
691,OSINT - Fake Snapchat in Google Play Store,0,0,2,0,0,0.0,88.0,1.0
692,OSINT - The Blockbuster Saga Continues,0,9,9,1,1,0.0,88.55555555555556,1.0
694,OSINT - ShadowPad in corporate networks,11,0,7,0,0,3.414482162348131,102.85714285714286,0.0
695,OSINT - EngineBox Malware Supports 10+ Brazilian Banks,0,1,12,0,1,0.0,85.0,1.0
696,OSINT - Turla APT actor refreshes KopiLuwak JavaScript backdoor for use in G20-themed attack,0,0,7,0,0,0.0,113.42857142857144,0.0
697,"OSINT - Emotet, New high-volume spam campaign has links pointing to malicious documents that download banking Trojan",0,0,22,0,0,0.0,40.0,1.0
698,OSINT - Malware uncovered by ESET researchers aimed at gamers,0,0,25,0,0,0.0,115.12,1.0
699,OSINT - Meet Ovidiy Stealer: Bringing credential theft to the masses,4,0,18,0,0,3.2281090310674787,116.16666666666669,1.0
701,Malspam 2017-08-25 'Your Sage subscription invoice is ready',12,12,12,1,1,3.2164507959462654,29.33333333333333,1.0
702,Malspam 2017-08-24 'Bill-',1,1,1,0,1,3.141619208183979,46.0,1.0
703,OSINT - New Version of â€œTrickbotâ€ Adds Worm Propagation Module,0,0,1,0,0,0.0,88.0,1.0
704,OSINT - WAP-billing Trojan-Clickers on rise,0,0,6,0,0,0.0,108.33333333333331,1.0
707,"OSINT - Dridex Actors Get In the Ransomware Game With ""Locky""",4,0,20,0,0,3.359282339023789,40.35,1.0
708,OSINT Dust Storm Campaign Targeting Japanese Critical Infrastructure,162,47,3,1,1,3.1776748325959905,112.33333333333331,0.0
709,OSINT - Android-based Smart TVs Hit By Backdoor Spread Via Malicious App,2,0,18,0,0,3.169925001442312,87.0,1.0
710,OSINT - Botnet bruteforcing Point Of Sale terminals via Remote Desktop,0,1,4,0,1,0.0,114.0,1.0
711,OSINT - Turla - Harnessing SSL Certificates Using Infrastructure Chaining,10,27,1,1,1,2.9037070031452736,87.0,0.0
712,OSINT - ATMZombie: banking trojan in Israeli waters,4,4,12,1,1,3.2941984434549703,114.41666666666669,1.0
713,OSINT - New Hacking team samples (OSX),0,1,3,0,1,0.0,108.66666666666669,0.0
714,OSINT - A Look Into Fysbis: Sofacyâ€™s Linux Backdoor,3,1,4,0,1,3.5894003143381368,111.0,0.0
715,OSINT - Packrat: Seven Years of a South American Threat Actor,87,2,21,1,1,3.3946643187804204,76.0,0.0
716,OSINT - PlugX-Ñ‚ Ó©Ñ€Ñ‚ÑÓ©Ð½ ÑÐ¸ÑÑ‚ÐµÐ¼Ð¸Ð¹Ð³ Ñ†ÑÐ²ÑÑ€Ð»ÑÑ… Ð½ÑŒ,10,4,2,1,1,3.1954178295893354,43.0,0.0
717,"Malspam collection (2016-03-02) - Locky, TeslaCrypt",34,30,35,1,1,3.294988940368578,53.97142857142857,1.0
718,OSINT - LOCKY DGA THREAT ACTOR(S),3790,4,1,0,1,3.42984196531626,57.0,1.0
719,Dridex (2016-03-07),0,10,20,1,1,0.0,117.0,1.0
720,TeslaCrypt (2016-03-08),3,4,15,1,1,3.455358362998426,90.93333333333334,1.0
721,BadMirror: New Android Malware Family Spotted by SherlockDroid,0,0,7,0,0,0.0,70.28571428571429,1.0
722,"OSINT - The Connections Between MiniDuke, CosmicDuke and OnionDuke",0,0,7,0,0,0.0,117.0,0.0
724,OSINT - New OS X Ransomware KeRanger Infected Transmission BitTorrent Client Installer,3,0,10,0,0,2.1556390622295662,91.3,1.0
725,OSINT APT Bestia used in APT attacks on Polish Government,0,0,3,0,0,0.0,72.0,0.0
726,OSINT -  Clickjacking Campaign Plays on European Cookie Law,6,0,1,0,0,3.6357100171010366,100.0,1.0
727,Dridex (2016-03-09) - botnet 220,0,24,6,1,1,0.0,49.0,1.0
728,"Malspam (2016-03-09) - Locky, TeslaCrypt",12,20,34,1,1,3.377760178887465,80.61764705882354,1.0
729,OSINT - The Cerber Ransomware not only Encrypts Your Data But Also Speaks to You,0,0,4,0,0,0.0,117.25,1.0
730,Cerber Ransomware,1,0,5,0,0,3.788754913993503,31.8,1.0
731,OSINT - Shifting Tactics: Tracking changes in years-long espionage campaign against Tibetans,5,0,9,0,0,3.684126228070381,87.88888888888889,0.0
732,"Malspam (2016-03-10) - Locky, TeslaCrypt",1,9,18,1,1,3.327819531114783,73.33333333333333,1.0
733,OSINT - Android banking trojan masquerades as Flash Player and bypasses 2FA,0,3,14,1,1,0.0,54.92857142857143,1.0
735,OSINT -  Death Comes Calling: Thanatos/Alphabot Trojan Hits the Market,1,1,4,0,1,3.784183719779189,113.0,1.0
736,'Surprise' Ransomware (2016-03-11),1,0,2,0,0,3.277613436819116,77.5,1.0
737,OSINT - PowerSniff Malware Used in Macro-based Attacks,7,0,19,0,0,3.576955674063773,116.0,0.0
740,"Malspam (2016-03-14) - Locky, TeslaCrypt",15,26,46,1,1,3.26792301285877,90.32608695652172,1.0
742,Potential SpamBots (2016-03-15),0,7,0,1,1,0.0,0.0,1.0
744,Dridex botnet 222 (20160315),0,6,31,1,1,0.0,48.29032258064516,1.0
748,Dridex of the day (2016-03-16) - botnet 120,3,41,19,1,1,3.461099201854101,106.0,1.0
749,OSINT - Malicious iBanking application with new uninstall countermeasures,0,0,3,0,0,0.0,94.0,1.0
750,Locky (2016-03-16),2,8,6,1,1,3.0867786311375927,90.66666666666669,1.0
751,OSINT - AceDeceiver: First iOS Trojan Exploiting Apple DRM Design Flaws to Infect Any iOS Device,3,0,21,0,0,2.321928094887362,118.04761904761904,1.0
754,OSINT - STOP SCANNING MY MACRO,2,0,15,0,0,3.612696642244505,114.33333333333331,1.0
756,OSINT - Petya Ransomware,0,0,3,0,0,0.0,113.0,1.0
757,OSINT - Malware is being signed with multiple digital certificates to evade detection,0,1,4,0,1,0.0,78.75,0.0
758,OSINT - Evolution of SamSa Malware Suggests New Ransomware Tactics In Play,10,0,23,0,0,3.238901256602631,117.04347826086956,1.0
759,OSINT - PETYA Crypto-ransomware Overwrites MBR to Lock Users Out of Their Computers,0,0,4,0,0,0.0,117.5,1.0
760,OSINT - New self-protecting USB trojan able to avoid detection,0,0,6,0,0,0.0,111.83333333333331,1.0
761,OSINT - SURGE IN SPAM CAMPAIGN DELIVERING LOCKY RANSOMWARE DOWNLOADERS,0,4,2,1,1,0.0,97.5,1.0
762,OSINT - McAfee Labs Threat Advisory Ransomware-Locky,4,4,1,1,1,3.509973037038256,148.0,1.0
763,OSINT - Malware Employs PowerShell to Infect Systems,0,1,4,0,1,0.0,93.5,1.0
764,OSINT - TREASUREHUNT: A CUSTOM POS MALWARE TOOL,6,2,18,1,1,3.183609446387159,71.94444444444444,1.0
765,Locky of the day (20160328) -  affid=3,11,6,13,1,1,3.3467614898757856,44.0,1.0
767,OSINT - Taiwan targeted with new cyberespionage back door Trojan,4,5,12,1,1,2.9811755716279267,114.66666666666669,0.0
769,OSINT - Meet Remaiten â€“ a Linux bot on steroids targeting routers and potentially other IoT devices,0,3,45,1,1,0.0,117.31111111111112,1.0
770,Malspam (2016-04-05) - TeslaCrypt,9,18,12,1,1,3.4327969846234705,93.5,1.0
771,Dridex (2016-04-06) - botnet 122,1,23,3,1,1,3.0220552088742005,93.66666666666669,1.0
772,OSINT - Most prevalent Android ransomware in the West arrives in Japan,0,0,23,0,0,0.0,115.82608695652172,0.0
773,Kegotip downloader,0,1,3,0,1,0.0,84.66666666666667,1.0
774,PWS: Win32/Kegotip.C,3,8,1,1,1,3.260022800767315,97.0,1.0
775,Information stealer: Fareit,1,1,5,0,1,3.4182958340544896,97.4,1.0
776,OSINT - Locky: the encryptor taking the world by storm,0,0,1,0,0,0.0,89.0,1.0
777,OSINT - ModPOS: A Framework Lurking in Point-of-Sale System Kernels,0,2,2,1,1,0.0,100.0,1.0
778,OSINT - Locky Ransomware Domains â€“ Followup Analysis Uncovers 130 New Indicators,4,10,1,1,1,3.5823343244344783,82.0,1.0
779,OSINT - Mobile Devices Used to Execute DNS Malware Against Home Routers,0,0,22,0,0,0.0,79.5909090909091,1.0
780,OSINT - New Locky Variant Implements Evasion Techniques,0,0,11,0,0,0.0,114.1818181818182,1.0
781,Rokku Ransomware shows possible link with Chimera,0,0,6,0,0,0.0,109.33333333333331,1.0
782,Dridex (2016-04-12),1,5,8,1,1,3.180832987205441,109.125,1.0
785,OSINT - Retefe is back in town,1,1,4,0,1,2.8453509366224368,101.5,1.0
788,New ransomware,1,1,3,0,1,3.1820058147602133,87.66666666666667,1.0
789,OSINT - New Crypto-Ransomware JIGSAW Plays Nasty Games,1,0,11,0,0,3.2516291673878226,106.63636363636364,1.0
790,OSINT - Your Package Has Been Successfully Encrypted: TeslaCrypt 4.1A and the Malware Attack Chain,0,0,10,0,0,0.0,55.8,1.0
791,"CryptXXX: New Ransomware From the Actors Behind Reveton, Dropping Via Angler",0,2,17,1,1,0.0,100.58823529411764,1.0
792,"OSINT - â€œOperation C-Majorâ€ Actors Also Used Android, BlackBerry Mobile Spyware Against Targets",1,0,9,0,0,3.4182958340544896,119.11111111111111,1.0
793,OSINT - Teaching an old RAT new tricks,2,0,5,0,0,3.3371753411230767,106.6,1.0
794,OSINT - powershell used for spreading trojan.laziok through google docs,0,1,3,0,1,0.0,41.333333333333336,1.0
795,OSINT - New Poison Ivy RAT Variant Targets Hong Kong Pro-Democracy Activists,2,0,6,0,0,3.1219280948873624,118.66666666666669,0.0
796,OSINT The Ghost Dragon by Cylance,11,29,8,1,1,3.239903144603569,97.375,0.0
797,OSINT - TWO BYTES TO $951M (SWIFT payment system abuse),0,1,5,0,1,0.0,106.0,0.0
798,OSINT - New FAREIT Strain Abuses PowerShell,0,0,9,0,0,0.0,115.77777777777776,1.0
800,OSINT - Macro Malware Employs Advanced Obfuscation to Avoid Detection,0,0,3,0,0,0.0,111.0,1.0
802,"OSINT - New Poison Ivy Activity Targeting Myanmar, Asian Countries",5,0,7,0,0,3.3823635539014774,117.0,1.0
805,OSINT - New Downloader for Locky,4,1,14,0,1,3.081896629397809,72.57142857142857,1.0
806,Malspam (2016-04-28) - Locky,13,11,28,1,1,3.1445024429431294,80.60714285714286,1.0
807,Malspam (2016-04-28) - Locky (#2),11,16,42,1,1,3.31281901694734,82.5952380952381,1.0
808,"Malspam (2016-04-28) - #3 (unknown payload, not accessible)",2,0,2,0,0,4.066677073707229,69.0,1.0
809,OSINT - PLATINUM Targeted attacks in South and Southeast Asia,10,5,12,1,1,2.6028794272222204,93.58333333333331,1.0
810,"OSINT -  Over 100,000 South Korean Users Affected by BlackMoon Campaign",0,8,1,1,1,0.0,92.0,1.0
811,OSINT - MULTIGRAIN â€“ Point of Sale Attackers Make an Unhealthy Addition to the Pantry,0,0,2,0,0,0.0,96.0,1.0
813,OSINT - Turbo Twist: Two 64-bit Derusbi Strains Converge,64,0,4,0,0,3.3240235116232606,109.25,1.0
814,Fake scan campaings (20160505 - 20160507) using docm - Dridex,0,3,8,1,1,0.0,61.125,1.0
815,OSINT - New Infostealer Trojan uses Fiddler Proxy & Json.NET,0,0,12,0,0,0.0,79.5,1.0
816,OSINT - Exploring CVE-2015-2545 and its users,9,6,32,1,1,3.096970684978308,116.28125,1.0
817,A Detailed Examination of the Siesta Campaign,33,2,33,1,1,3.151741856305817,114.24242424242424,0.0
818,OSINT - Chinese-language Ransomware Makes An Appearance,0,0,6,0,0,0.0,50.5,1.0
819,OSINT - Cyber Heist Attribution,0,0,1,0,0,0.0,117.0,0.0
820,"OSINT -  Hancitor and Ruckguv Reappear, Updated and With Vawtrak On Deck",0,0,19,0,0,0.0,65.36842105263158,1.0
822,OSINT - Bolek: Leaked Carberp KBot Source Code Complicit in New Phishing Campaigns,15,10,7,1,1,3.53665915582994,93.28571428571428,1.0
823,Locky of the day (20160520),1,1,1,0,1,3.321928094887362,117.0,1.0
824,OSINT - APT Case RUAG Technical Report,0,12,25,1,1,0.0,62.12,0.0
825,OSINT - Operation Ke3chang Resurfaces With New TidePool Malware,1,0,1,0,0,3.238901256602631,107.0,0.0
826,OSINT - Targeted Attacks against Banks in the Middle East,1,0,4,0,0,2.9219280948873623,52.75,1.0
828,OSINT - Looking Into a Cyber-Attack Facilitator in the Netherlands by Trend Micro,68,0,2,0,0,3.370319805049784,114.0,0.0
829,OSINT - Dogspectus Ransomware Analysis,0,0,10,0,0,0.0,50.3,1.0
830,OSINT - New Wekby Attacks Use DNS Requests As Command and Control Mechanism,7,0,12,0,0,3.4734471974956262,107.33333333333331,1.0
832,OSINT - CVE-2015-2545: overview of current threats,6,6,26,1,1,2.9368674237668637,116.07692307692308,0.0
834,Malspam - Locky - 2016-05-26 (.docm),8,6,23,1,1,3.396874445203971,97.17391304347828,1.0
836,Malspam - 2016-05-27 - Locky - .docm,18,15,44,1,1,3.2783468282561934,89.02272727272727,1.0
837,OSINT - Keep Calm and (Donâ€™t) Enable Macros: A New Threat Actor Targets UAE Dissidents,5,2,12,1,1,3.5941144330410424,43.91666666666666,0.0
838,A Universal Windows Bootkit An analysis of the MBR bootkit referred to as â€œHDRootâ€,0,0,3,0,0,0.0,77.33333333333333,1.0
840,OSINT - Ð‘Ð°Ð½ÐºÐ¾Ð²ÑÐºÐ¸Ð¹ Ñ‚Ñ€Ð¾ÑÐ½ÐµÑ† Lurk: ÑÐ¿ÐµÑ†Ð¸Ð°Ð»ÑŒÐ½Ð¾ Ð´Ð»Ñ Ð Ð¾ÑÑÐ¸Ð¸ (Banking Trojan Lurk: specially for Russia),22,0,17,0,0,3.6087353533566695,115.05882352941175,0.0
841,OSINT - IRONGATE ICS Malware: Nothing to See Here...Masking Malicious Activity on SCADA Systems,0,0,9,0,0,0.0,112.66666666666669,0.0
842,"OSINT - CryptXXX Ransomware Learns the Samba, Other New Tricks With Version 3.100",0,1,5,0,1,0.0,116.8,1.0
843,"OSINT - Lame proxychanger, apparently related to a clickfraud botnet.",3,1,25,0,1,3.1847472263418304,94.24,1.0
844,OSINT - LinkedIn information used to spread banking malware in the Netherlands,1,1,3,0,1,3.378783493486176,87.33333333333333,1.0
845,OSINT -  Communications of the Bolek Trojan,3,0,5,0,0,3.6814844480667728,107.4,1.0
846,OSINT - Reverse-engineering DUBNIUM,0,0,16,0,0,0.0,114.8125,1.0
847,OSINT - Mofang: A politically motivated information stealing adversary,19,1,39,0,1,3.3222874577304085,110.51282051282053,0.0
848,OSINT New Sofacy Attacks Against US Government Agency by Palo Alto Unit 42,5,1,6,0,1,3.0597868747731027,115.16666666666669,0.0
849,OSINT - Setting Sights On Retail: AbaddonPOS Now Targeting Specific POS Software,0,2,8,1,1,0.0,85.25,1.0
850,OSINT - PlugX goes to the registry (and India),12,0,16,0,0,3.0077590366305405,116.3125,0.0
851,Malspam (2016-06-22) - .js in .zip - Locky is back,48,46,49,1,1,3.219184509385038,30.73469387755102,1.0
852,OSINT - The Curious Case of an Unknown Trojan Targeting German-Speaking Users,31,0,8,0,0,3.434368576157901,115.625,1.0
854,Malspam 2016-06-24 (Locky),17,25,29,1,1,3.227149029192256,35.51724137931034,1.0
855,"OSINT - Doh! New ""Bart"" Ransomware from Threat Actors Spreading Dridex and Locky",0,0,8,0,0,0.0,88.0,1.0
856,Malspam 2016-06-27,30,35,37,1,1,3.3370826890655634,33.054054054054056,1.0
857,Malspam 2016-06-28 (Locky campaign subject: 'Updated'),25,31,32,1,1,3.3306072436629317,33.03125,1.0
858,OSINT - Retefe banking Trojan targets UK banking customers,0,0,6,0,0,0.0,109.66666666666669,1.0
859,OSINT - Linux/GafGyt - DVR devices compromised/infected,0,5,20,1,1,0.0,104.95,1.0
860,Malspam 2016-06-28 (Locky campaign subject: 'report'),26,32,44,1,1,3.2166759357392847,31.068181818181817,1.0
862,Malspam 2016-06-29 (campaign subject: 'new invoice'),17,41,5,1,1,3.1095993458306683,36.0,1.0
863,OSINT - Prince of Persia â€“ Game Over,67,6,2,1,1,3.3407411873987694,101.0,1.0
864,Malspam 2016-06-29 (campaign subject: 'Financial report'),12,30,6,1,1,3.1062519655905585,35.5,1.0
865,Malspam 2016-06-30 (campaign subject: 'Documents copies'),35,28,46,1,1,3.0109557334027626,34.04347826086956,1.0
866,OSINT - Satana ransomware â€“ threat coming soon?,0,0,3,0,0,0.0,102.0,1.0
867,OSINT - Apocalypse: Ransomware which targets companies through insecure RDP,0,0,2,0,0,0.0,110.0,1.0
869,"Malspam 2016-07-04 (testrun, subject 'Scanned image'), .docm",1,1,1,0,1,3.840402546702505,46.0,1.0
870,"Malspam 2016-07-05 (subject 'Scanned image'), .docm",6,6,6,1,1,3.4478787132163835,33.166666666666664,1.0
872,OSINT - The Dropping Elephant â€“ aggressive cyber-espionage in the Asian region,5,0,26,0,0,2.5834092389567,58.65384615384615,1.0
873,"OSINT - NetTraveler APT Targets Russian, European Interests",6,3,17,1,1,3.068511894057597,98.88235294117646,0.0
874,Malspam 2016-07-13 (Locky campaign 'Profile'),37,32,44,1,1,3.2213413007073863,30.113636363636363,1.0
875,Malspam 2016-07-12 (Locky campaign 'Fw:'),44,40,45,1,1,3.21249341475972,29.55555555555556,1.0
876,Malspam 2016-07-13 .wsf campaign,5,5,5,1,1,3.438515281434365,29.0,1.0
877,Malspam 2016-07-14 .wsf campaign,24,24,24,1,1,3.3197479175060303,31.20833333333333,1.0
878,Malspam 2016-07-15 .zip/.jse,0,2,1,1,1,0.0,36.0,1.0
879,"Malspam 2016-07-18 .wsf (campaign: ""bank account report"")",20,20,20,1,1,3.4323855244680685,30.5,1.0
880,"Malspam 2016-07-18 .wsf->.gif (campaign: ""RE: firstname.lastname"")",0,1,2,0,1,0.0,77.5,1.0
881,"Malspam 2016-07-18 .wsf (campaign: ""company database"")",16,16,16,1,1,3.3454936612296238,29.0,1.0
882,"Malspam 2016-07-19 .wsf (campaign: ""new invoice"")",16,16,49,1,1,3.167275230898181,30.551020408163264,1.0
883,"Malspam 2016-07-19 .docm (campaign: ""Documents from work"")",1,1,1,0,1,3.095795255000934,25.0,1.0
884,"Malspam 2016-07-21 .wsf (campaign: ""fixed invoice"")",18,18,19,1,1,3.127378291981785,31.210526315789476,1.0
885,"Malspam 2016-07-22 .js in .zip with embedded Locky (campaign: ""Financial statement"")",0,4,6,1,1,0.0,66.66666666666667,1.0
886,"OSINT - Kovter becomes almost file-less, creates a new file type, and gets some new certificates",0,0,13,0,0,0.0,101.23076923076924,1.0
887,OSINT - Patchwork cyberespionage group expands targets from governments to wide range of industries,19,2,32,1,1,3.253599149526625,117.03125,0.0
888,Guccifer 2.0: All Roads Lead to Russia - Threatconnect report,2,7,1,1,1,3.2743542474642435,63.0,0.0
889,OSINT - The Mad Max DGA,144,1,2,0,1,3.5244159080553974,85.0,1.0
890,OSINT - LuminosityLink RAT,1,1,2,0,1,2.5032583347756456,111.0,1.0
891,OSINT - NANHAISHU RATing the South China Sea,10,0,6,0,0,1.8669925001442311,106.66666666666669,0.0
892,OSINT - Strider: Cyberespionage group turns eye of Sauron on targets,3,0,17,0,0,3.1407564160235584,87.88235294117646,1.0
893,OSINT - ProjectSauron: top level cyber-espionage platform covertly extracts encrypted government comms,5,6,15,1,1,3.3032758686368253,99.6,0.0
894,OSINT Group5: Syria and the Iranian Connection by Citizen Lab,0,1,6,0,1,0.0,104.83333333333331,0.0
896,OSINT Massive AdGholas Malvertising Campaigns Use Steganography and File Whitelisting to Hide in Plain Sight by ProofPoint,37,31,1,1,1,3.3025158389409186,152.0,1.0
898,OSINT Lost your iPhone? Be on guard for a perfectly-timed Apple ID phishing attack by Hot For Security,1,0,1,0,0,3.684560814286289,122.0,1.0
899,Expansion on OSINT Lost your iPhone? Be on guard for a perfectly-timed Apple ID phishing attack by Hot For Security,24,2,4,1,1,3.520005583485828,53.0,1.0
900,Pivot on What's in a server name (on APT28/Sofacy) by ThreatConnect,73,0,1,0,0,3.385982910930969,49.0,0.0
901,What's in a server name (on APT28/Sofacy) by ThreatConnect,60,3,1,1,1,3.3852880211037184,49.0,0.0
902,OSINT DarkHotel samples at WooYun,2,0,1,0,0,3.602365163368134,36.0,0.0
903,OSINT H-Worm IOCs from WooYun,50,0,1,0,0,3.0032737264741733,36.0,0.0
904,OSINT Threat Group-4127 Targets Google Accounts by Secureworks,2,0,1,0,0,3.3482359449971693,78.0,0.0
906,OSINT Microsoft Office Zero-Day CVE-2015-2424 Leveraged By Tsar Team report by iSight,3,1,2,0,1,3.043900141023683,109.5,0.0
907,OSINT - Rotten Apples: Apple-Like Malicious Phishing Domains by FireEye,98,0,1,0,0,3.8924183930400793,77.0,0.0
908,"OSINT - FBI MSIL/Samas.A Ransomware Flash Alerts (FBI Flash Alert MC-000068-MW, February 18, 2016  & FBI Flash Alert MC-000070-MW, March 25, 2016)",0,0,44,0,0,0.0,114.20454545454544,1.0
912,OSINT Angler Exploit Kit Utilizing 302 Cushioning and Domain Shadowing by Zscaler,4500,0,5,0,0,3.552916518888697,73.8,1.0
925,OSINT Pony Up: Tracing Ponyâ€™s Threat Cycle and Multi-Stage Infection Chain by Damballa,186,87,44,1,1,3.4046789110232565,112.0,1.0
933,OSINT Revealing the Cyber-Kraken (Threat Group 3390 / Emissary Panda) by SecureWorks,77,25,2,1,1,3.3356234105051445,94.5,0.0
934,OSINT Evolution of the Nuclear Exploit Kit by Cisco Talos group,189,0,3,0,0,2.776236588646985,72.0,1.0
935,OSINT  Musical Chairs: Multi-Year Campaign Involving New Variant of Gh0st Malware by Palo Alto Networks Unit 42,2,4,49,1,1,3.409672469995536,117.16326530612244,0.0
936,OSINT Additional indicators relating to Sofacy (APT28) phishing blog post by PWC,205,0,2,0,0,3.3433999287865315,95.5,1.0
937,OSINT Potao Express samples from contagiodump,0,0,1,0,0,0.0,66.0,0.0
938,OSINT Systematic cyber attacks against Israeli and Palestinian targets going on for a year by Norman,26,0,38,0,0,3.0031113024552623,116.42105263157896,1.0
939,OSINT In Pursuit of Optical Fibers and Troop Intel: Targeted Attack Distributes PlugX in Russia by ProofPoint,16,2,35,1,1,3.21032306894651,115.51428571428572,0.0
940,OSINT Regin samples shared by VirusShare,0,0,3,0,0,0.0,45.0,0.0
941,OSINT YiSpecter: First iOS Malware That Attacks Non-jailbroken Apple iOS Devices by Abusing Private APIs by Palo Alto Networks Unit 42,9,0,40,0,0,2.725480556997868,117.525,1.0
942,Secret Malware in European Union Attack Linked to U.S. and British Intelligence article by the Intercept,0,0,1,0,0,0.0,85.0,0.0
943,OSINT Trojan.Win32.Banker.NWT by AlienVault and Telus,5,0,41,0,0,3.335623034873362,105.48780487804878,1.0
944,OSINT Duuzer back door Trojan targets South Korea to take over computers by Symantec,0,0,33,0,0,0.0,116.51515151515152,0.0
945,OSINT Analysis of DHS NCCIC Indicators blog post by Secureworks,6,4,1,1,1,2.9805260246312497,94.0,0.0
947,OSINT Morpho: Profiting from high-level corporate attacks by Symantec,8,4,23,1,1,3.5008470231325943,116.2608695652174,0.0
948,OSINT The Italian Connection: An analysis of exploit supply chains and digital quartermasters by Shadowserver,23,9,6,1,1,3.1300512848790083,65.16666666666667,0.0
949,OSINT Expansion on hacking team VPS IPs using PassiveTotal by Brandon Dixon,101,31,1,1,1,3.280330054024236,40.0,0.0
950,OSINT - Case Study of Malicious Actors: Going Postal by CERT.pl,77,6,14,1,1,3.45414145131651,104.64285714285714,1.0
