event_id,event_info,date,threat_level_id,num_domains,num_ips,num_sha256,num_urls,has_malware_hash,has_multiple_ip_ranges,unique_ip_countries,avg_domain_entropy,avg_length_of_urls,critical,clean_text
633,"Jaff 2017-05-22 : ""Copy of Invoice 12345678"" / ""12345678.PDF""",2017-05-22,3,21,22,2,23,1,1,1,3.3130659813683123,37.60869565217392,1.0,jaff copy invoice pdf
634,OSINT - Tainted Leaks: Disinformation and Phishing With a Russian Nexus,2017-05-25,3,6,3,0,1,0,1,1,3.0856800043284256,66.0,1.0,osint tainted leak disinformation phishing russian nexus
635,"Jaff 2017-05-25 : ""Payment Receipt 1234"" - ""1234.pdf""",2017-05-26,3,24,23,2,26,1,1,1,3.340676587421893,36.84615384615385,1.0,jaff payment receipt pdf
636,OSINT - Analysis of Emotet v4,2017-05-26,3,0,0,4,17,1,0,0,0.0,44.94117647058823,1.0,osint analysis emotet
637,"Jaff 2017-05-26 : ""Scanned Image from a Xerox WorkCentre"" - ""Scan_0012_123456789.zip""",2017-05-26,3,20,18,2,22,1,1,1,3.315060560784576,37.59090909090909,1.0,jaff scanned image xerox workcentre scanzip
638,M2M -  Malspam --> 62909008.pdf,2017-06-02,3,17,16,3,20,1,1,1,3.3397654071329943,43.25,1.0,malspam pdf
639,"M2M -  Jaff 2017-06-02 : ""Invoice INV-1234"" - ""Invoice INV-1234.pdf""",2017-06-02,3,19,19,0,19,1,1,1,3.3392819206380477,29.526315789473685,1.0,jaff invoice inv invoice invpdf
640,OSINT - Threat actors leverage EternalBlue exploit to deliver non-WannaCry payloads,2017-06-05,3,3,2,2,3,1,1,1,3.1785431624606773,122.33333333333331,1.0,osint threat actor leverage eternalblue exploit deliver nonwannacry payload
641,OSINT - â€œZusyâ€ PowerPoint Malware Spreads Without Needing Macros,2017-06-06,3,0,0,3,3,1,0,0,0.0,117.0,1.0,osint zusy powerpoint malware spread without needing macro
642,OSINT - Shadowfall,2017-06-05,3,1,0,2,7,1,0,0,3.235926350629033,78.85714285714286,1.0,osint shadowfall
643,OSINT -  The Recorded Future Blog Malicious Android Applications Raise Concerns for Enterprises,2017-06-08,3,1,10,3,2,1,1,1,2.5,85.5,1.0,osint recorded future blog malicious android application raise concern enterprise
644,"M2M -  Trickbot 2017-06-07 : ""mac1"" : ""12_Invoice_3456"" - ""001_4321.pdf""",2017-06-09,3,30,47,0,48,1,1,1,3.325529382586103,22.95833333333333,1.0,trickbot mac invoice pdf
645,"M2M -  Password-protected docs 2017-06-07 : ""John C Doe"" - ""ab1_c23def4lg56hi#78j.docx""",2017-06-09,3,7,5,0,9,1,1,1,3.4853564924958,24.22222222222222,1.0,passwordprotected doc john doe abcdeflghijdocx
646,"M2M -  Jaff 2017-06-06 : ""Order"" - ""MX-2310U_20170606_123456.pdf""",2017-06-09,3,24,23,0,24,1,1,1,3.345882138732537,30.916666666666668,1.0,jaff order mxupdf
647,"M2M -  Dridex 2017-06-05 : botnet 7200 - ""Invoice"" - ""A4 Inv_Crd 12345.pdf""",2017-06-09,3,29,33,0,33,1,1,1,3.270441267452395,30.24242424242424,1.0,dridex botnet invoice invcrd pdf
648,"M2M -  Jaff 2017-06-09 : missing subject - ""IMG_1234.ZIP"" / ""DOC_1234.docm""",2017-06-09,3,23,22,0,23,1,1,1,3.268222173993967,29.73913043478261,1.0,jaff missing subject imgzip docdocm
649,"M2M -  Trickbot 2017-06-09 : mac1 : ""Facture AA-123-RR"" / ""Copy Credit Note"" - ""1234567.zip""",2017-06-09,3,28,46,0,45,1,1,1,3.2093057062777315,22.31111111111111,1.0,trickbot mac facture aarr copy credit note zip
650,OSINT - FIREBALL â€“ The Chinese Malware of 250 Million Computers Infected,2017-06-09,3,30,0,6,8,1,0,0,3.3720761566834283,103.625,1.0,osint fireball chinese malware million computer infected
651,OSINT - Dvmap: the first Android malware with code injection,2017-06-12,3,0,0,2,3,1,0,0,0.0,105.0,1.0,osint dvmap first android malware code injection
652,OSINT - MacRansom: Offered as Ransomware as a Service,2017-06-12,3,0,0,2,2,1,0,0,0.0,99.0,1.0,osint macransom offered ransomware service
653,"M2M -  Trickbot 2017-06-12 : mac1 : Facture N 1234 du 12/06/2017 - ""FACTURE_1234.zip""",2017-06-12,3,25,31,0,32,1,1,1,3.235637582161382,26.40625,1.0,trickbot mac facture facturezip
654,"M2M -  Jaff 2017-06-13 : ""Invoice PIS1234567.zip""",2017-06-13,3,21,20,2,23,1,1,1,3.251167779604431,36.60869565217392,1.0,jaff invoice piszip
655,"M2M -  Trickbot 2017-06-14 : mac1 : ""Emailing: 123456789"" - ""123456789.PDF""",2017-06-15,3,35,61,2,37,1,1,2,3.238483376346698,34.351351351351354,1.0,trickbot mac emailing pdf
656,"M2M -  Jaff 2017-06-14 : ""Emailing: 123456789"" - ""123456789.ZIP""",2017-06-15,3,22,21,2,24,1,1,1,3.341262522588639,40.41666666666666,1.0,jaff emailing zip
657,M2M -  #LokiBot goes  with SWIFT theme,2017-06-16,3,74,1,1,31,1,0,1,3.238668634291804,45.80645161290322,1.0,lokibot go swift theme
658,"OSINT -  McAfee Discovers Pinkslipbot Exploiting Infected Machines as Control Servers; Releases Free Tool to Detect, Disable Trojan",2017-06-20,3,0,0,5,6,1,0,0,0.0,125.66666666666669,1.0,osint mcafee discovers pinkslipbot exploiting infected machine control server release free tool detect disable trojan
659,Malspam 2017-06-21 'Job Application',2017-06-21,3,25,43,0,0,0,1,1,3.8217648463451503,0.0,1.0,malspam job application
660,M2M -  #trickbot Facture ### via .zip/.WSF,2017-06-21,3,32,55,3,38,1,1,1,3.380631077613887,45.63157894736842,1.0,trickbot facture via zipwsf
661,"M2M -  Locky 2017-06-21 : Affid=3 : ""Copy of Invoice 87654321"" - ""87654321.zip""",2017-06-21,3,12,1,0,13,1,0,1,3.664446656838445,35.0,1.0,locky affid copy invoice zip
662,M2M -  phishing URLs,2017-06-22,3,106,10,0,0,0,1,1,3.705576194540612,0.0,1.0,phishing url
665,M2M -  Emailing: ########.jpg zip|wsf,2017-06-26,3,38,27,4,45,1,1,1,3.3808605759509978,45.04444444444445,1.0,emailing jpg zipwsf
667,"M2M -  Trickbot 2017-06-27 : mac1 : ""facture 654321"" - ""abonneau_654321.docm""",2017-06-27,3,33,60,2,35,1,1,1,3.266527780828945,35.51428571428571,1.0,trickbot mac facture abonneaudocm
668,OSINT - DÃ©jÃ  vu: Petya ransomware appears with SMB propagation capabilities,2017-06-27,3,0,0,1,6,1,0,0,0.0,110.5,1.0,osint petya ransomware appears smb propagation capability
669,OSINT - New Variant of Petya Ransomware Spreading Like Wildfire,2017-06-27,3,0,0,5,6,1,0,0,0.0,114.33333333333331,1.0,osint new variant petya ransomware spreading like wildfire
670,OSINT - The MeDoc Connection,2017-07-05,3,0,2,6,7,1,1,1,0.0,109.85714285714286,1.0,osint medoc connection
671,OSINT - Analysis of TeleBotsâ€™ cunning backdoor,2017-07-05,3,1,0,3,4,1,0,0,3.0850551027564768,107.75,1.0,osint analysis telebots cunning backdoor
672,OSINT - New KONNI Campaign References North Korean Missile Capabilities,2017-07-06,3,2,1,3,4,1,0,1,3.0378638967728904,112.0,1.0,osint new konni campaign reference north korean missile capability
673,OSINT - SpyDealer: Android Trojan Spying on More Than 40 Apps,2017-07-10,3,1,87,14,15,1,1,1,2.75,115.8,1.0,osint spydealer android trojan spying apps
674,OSINT - Spam Campaign Delivers Cross-platform Remote Access Trojan Adwind,2017-07-12,3,0,1,4,10,1,0,1,0.0,78.1,1.0,osint spam campaign delivers crossplatform remote access trojan adwind
675,OSINT - LockPoS Joins the Flock,2017-07-13,3,0,0,2,3,1,0,0,0.0,98.33333333333331,1.0,osint lockpos join flock
676,M2M -  Encrypted Docx Campaign,2017-07-14,3,13,5,2,6,1,1,1,3.4466480761360336,59.66666666666666,1.0,encrypted docx campaign
677,M2M -  #trickbot Lloyds Bank,2017-07-14,3,2,19,1,3,1,1,1,3.6534764580509353,62.0,1.0,trickbot lloyd bank
679,OSINT - Recent Winnti Infrastructure and Samples,2017-07-19,3,39,0,2,4,1,0,0,3.322655313062702,74.75,1.0,osint recent winnti infrastructure sample
680,OSINT - Unravelling .NET with the Help of WinDBG,2017-07-19,3,0,0,11,8,1,0,0,0.0,112.625,1.0,osint unravelling net help windbg
681,Stantinko investigation,2017-06-07,1,87,4,0,0,1,1,1,1.8480878965849752,0.0,0.0,stantinko investigation
682,OSINT - Rurktar - Spyware under Construction,2017-07-21,3,0,0,4,6,1,0,0,0.0,103.5,1.0,osint rurktar spyware construction
683,OSINT - Linux.Bew: un backdoor para el minado de Bitcoin,2017-07-21,3,1,2,1,2,1,1,1,3.0,96.5,1.0,osint linuxbew backdoor para minado bitcoin
684,"OSINT - CowerSnail, from the creators of SambaCry",2017-07-30,3,1,0,1,2,1,0,0,3.0220552088742005,93.5,1.0,osint cowersnail creator sambacry
685,OSINT - A new era in mobile banking Trojans,2017-08-01,3,0,0,1,2,1,0,0,0.0,91.0,1.0,osint new era mobile banking trojan
686,"OSINT - Real News, Fake Flash: Mac OS X Users Targeted",2017-08-02,3,2,4,1,2,1,1,1,3.33282650288442,101.5,1.0,osint real news fake flash mac user targeted
687,OSINT - FIN7/Carbanak threat actor unleashes Bateleur JScript backdoor,2017-08-02,3,0,9,3,3,1,1,1,0.0,115.0,1.0,osint fincarbanak threat actor unleashes bateleur jscript backdoor
688,"OSINT - A Look at JS_POWMET, a Completely Fileless Malware",2017-08-03,3,0,0,3,4,1,0,0,0.0,113.25,1.0,osint look jspowmet completely fileless malware
689,OSINT - TwoFace Webshell: Persistent Access Point for Lateral Movement,2017-07-31,3,0,0,17,13,1,0,0,0.0,117.0,1.0,osint twoface webshell persistent access point lateral movement
690,OSINT - Tale of the Two Payloads â€“ TrickBot and Nitol,2017-08-05,3,1,0,1,2,1,0,0,2.721928094887362,111.5,1.0,osint tale two payload trickbot nitol
691,"OSINT - APT28 Targets Hospitality Sector, Presents Threat to Travelers",2017-08-11,3,2,0,2,3,1,0,0,3.108861674944148,108.0,1.0,osint apt target hospitality sector present threat traveler
692,OSINT - Fake Snapchat in Google Play Store,2017-08-11,3,0,0,1,2,1,0,0,0.0,88.0,1.0,osint fake snapchat google play store
693,OSINT - The Blockbuster Saga Continues,2017-08-14,3,0,9,14,9,1,1,1,0.0,88.55555555555556,1.0,osint blockbuster saga continues
695,OSINT - ShadowPad in corporate networks,2017-08-15,2,11,0,5,7,1,0,0,3.414482162348131,102.85714285714286,0.0,osint shadowpad corporate network
696,OSINT - EngineBox Malware Supports 10+ Brazilian Banks,2017-08-19,3,0,1,6,12,1,0,1,0.0,85.0,1.0,osint enginebox malware support brazilian bank
697,OSINT - Turla APT actor refreshes KopiLuwak JavaScript backdoor for use in G20-themed attack,2017-08-17,2,0,0,1,7,1,0,0,0.0,113.42857142857144,0.0,osint turla apt actor refreshes kopiluwak javascript backdoor use gthemed attack
698,"OSINT - Emotet, New high-volume spam campaign has links pointing to malicious documents that download banking Trojan",2017-08-21,3,0,0,1,22,1,0,0,0.0,40.0,1.0,osint emotet new highvolume spam campaign link pointing malicious document download banking trojan
699,OSINT - Malware uncovered by ESET researchers aimed at gamers,2017-08-22,3,0,0,24,25,1,0,0,0.0,115.12,1.0,osint malware uncovered eset researcher aimed gamers
700,OSINT - Meet Ovidiy Stealer: Bringing credential theft to the masses,2017-07-13,3,4,0,14,18,1,0,0,3.2281090310674787,116.16666666666669,1.0,osint meet ovidiy stealer bringing credential theft mass
702,Malspam 2017-08-25 'Your Sage subscription invoice is ready',2017-08-25,3,12,12,0,12,0,1,1,3.2164507959462654,29.33333333333333,1.0,malspam sage subscription invoice ready
703,Malspam 2017-08-24 'Bill-',2017-08-25,3,1,1,0,1,0,0,1,3.141619208183979,46.0,1.0,malspam bill
704,OSINT - New Version of â€œTrickbotâ€ Adds Worm Propagation Module,2017-07-27,3,0,0,0,1,0,0,0,0.0,88.0,1.0,osint new version trickbot add worm propagation module
705,OSINT - WAP-billing Trojan-Clickers on rise,2017-08-25,3,0,0,5,6,1,0,0,0.0,108.33333333333331,1.0,osint wapbilling trojanclickers rise
3,"OSINT - Dridex Actors Get In the Ransomware Game With ""Locky""",2016-02-17,3,4,0,0,20,0,0,0,3.359282339023789,40.35,1.0,osint dridex actor get ransomware game locky
4,OSINT Dust Storm Campaign Targeting Japanese Critical Infrastructure,2016-02-23,2,162,47,0,3,0,1,1,3.1776748325959905,112.33333333333331,0.0,osint dust storm campaign targeting japanese critical infrastructure
5,OSINT - Android-based Smart TVs Hit By Backdoor Spread Via Malicious App,2016-01-07,3,2,0,10,18,1,0,0,3.169925001442312,87.0,1.0,osint androidbased smart tv hit backdoor spread via malicious app
6,OSINT - Botnet bruteforcing Point Of Sale terminals via Remote Desktop,2014-03-11,3,0,1,3,4,1,0,1,0.0,114.0,1.0,osint botnet bruteforcing point sale terminal via remote desktop
7,OSINT - Turla - Harnessing SSL Certificates Using Infrastructure Chaining,2016-02-13,2,10,27,0,1,0,1,1,2.9037070031452736,87.0,0.0,osint turla harnessing ssl certificate using infrastructure chaining
8,OSINT - ATMZombie: banking trojan in Israeli waters,2016-02-29,3,4,4,11,12,1,1,1,3.2941984434549703,114.41666666666669,1.0,osint atmzombie banking trojan israeli water
9,OSINT - New Hacking team samples (OSX),2016-02-29,1,0,1,2,3,1,0,1,0.0,108.66666666666669,0.0,osint new hacking team sample osx
10,OSINT - A Look Into Fysbis: Sofacyâ€™s Linux Backdoor,2016-02-13,2,3,1,3,4,1,0,1,3.5894003143381368,111.0,0.0,osint look fysbis sofacys linux backdoor
11,OSINT - Packrat: Seven Years of a South American Threat Actor,2015-12-09,2,87,2,12,21,1,1,1,3.3946643187804204,76.0,0.0,osint packrat seven year south american threat actor
12,OSINT - PlugX-Ñ‚ Ó©Ñ€Ñ‚ÑÓ©Ð½ ÑÐ¸ÑÑ‚ÐµÐ¼Ð¸Ð¹Ð³ Ñ†ÑÐ²ÑÑ€Ð»ÑÑ… Ð½ÑŒ,2015-12-01,2,10,4,0,2,0,1,1,3.1954178295893354,43.0,0.0,osint plugx
13,"Malspam collection (2016-03-02) - Locky, TeslaCrypt",2016-03-02,3,34,30,0,35,0,1,1,3.294988940368578,53.97142857142857,1.0,malspam collection locky teslacrypt
14,OSINT - LOCKY DGA THREAT ACTOR(S),2016-03-07,3,3790,4,0,1,0,0,1,3.42984196531626,57.0,1.0,osint locky dga threat actor
15,Dridex (2016-03-07),2016-03-07,3,0,10,0,20,0,1,1,0.0,117.0,1.0,dridex
16,TeslaCrypt (2016-03-08),2016-03-08,3,3,4,0,15,0,1,1,3.455358362998426,90.93333333333334,1.0,teslacrypt
17,BadMirror: New Android Malware Family Spotted by SherlockDroid,2016-03-08,3,0,0,11,7,1,0,0,0.0,70.28571428571429,1.0,badmirror new android malware family spotted sherlockdroid
18,"OSINT - The Connections Between MiniDuke, CosmicDuke and OnionDuke",2015-01-08,2,0,0,7,7,1,0,0,0.0,117.0,0.0,osint connection miniduke cosmicduke onionduke
20,OSINT - New OS X Ransomware KeRanger Infected Transmission BitTorrent Client Installer,2016-03-06,3,3,0,6,10,1,0,0,2.1556390622295662,91.3,1.0,osint new ransomware keranger infected transmission bittorrent client installer
21,OSINT APT Bestia used in APT attacks on Polish Government,2014-03-19,2,0,0,0,3,0,0,0,0.0,72.0,0.0,osint apt bestia used apt attack polish government
22,OSINT -  Clickjacking Campaign Plays on European Cookie Law,2016-01-07,3,6,0,0,1,0,0,0,3.6357100171010366,100.0,1.0,osint clickjacking campaign play european cookie law
23,Dridex (2016-03-09) - botnet 220,2016-03-09,3,0,24,0,6,0,1,1,0.0,49.0,1.0,dridex botnet
24,"Malspam (2016-03-09) - Locky, TeslaCrypt",2016-03-09,3,12,20,0,34,0,1,1,3.377760178887465,80.61764705882354,1.0,malspam locky teslacrypt
25,OSINT - The Cerber Ransomware not only Encrypts Your Data But Also Speaks to You,2016-03-10,3,0,0,2,4,1,0,0,0.0,117.25,1.0,osint cerber ransomware encrypts data also speaks
26,Cerber Ransomware,2016-03-10,3,1,0,0,5,0,0,0,3.788754913993503,31.8,1.0,cerber ransomware
27,OSINT - Shifting Tactics: Tracking changes in years-long espionage campaign against Tibetans,2016-03-10,2,5,0,5,9,1,0,0,3.684126228070381,87.88888888888889,0.0,osint shifting tactic tracking change yearslong espionage campaign tibetan
28,"Malspam (2016-03-10) - Locky, TeslaCrypt",2016-03-10,3,1,9,0,18,0,1,1,3.327819531114783,73.33333333333333,1.0,malspam locky teslacrypt
29,OSINT - Android banking trojan masquerades as Flash Player and bypasses 2FA,2016-03-11,3,0,3,3,14,1,1,1,0.0,54.92857142857143,1.0,osint android banking trojan masquerade flash player bypass
31,OSINT -  Death Comes Calling: Thanatos/Alphabot Trojan Hits the Market,2016-03-11,3,1,1,3,4,1,0,1,3.784183719779189,113.0,1.0,osint death come calling thanatosalphabot trojan hit market
32,'Surprise' Ransomware (2016-03-11),2016-03-11,3,1,0,0,2,0,0,0,3.277613436819116,77.5,1.0,surprise ransomware
33,OSINT - PowerSniff Malware Used in Macro-based Attacks,2016-03-11,2,7,0,18,19,1,0,0,3.576955674063773,116.0,0.0,osint powersniff malware used macrobased attack
36,"Malspam (2016-03-14) - Locky, TeslaCrypt",2016-03-14,3,15,26,0,46,0,1,1,3.26792301285877,90.32608695652172,1.0,malspam locky teslacrypt
38,Potential SpamBots (2016-03-15),2016-03-15,3,0,7,0,0,0,1,1,0.0,0.0,1.0,potential spambots
40,Dridex botnet 222 (20160315),2016-03-15,3,0,6,1,31,1,1,1,0.0,48.29032258064516,1.0,dridex botnet
44,Dridex of the day (2016-03-16) - botnet 120,2016-03-16,3,3,41,0,19,0,1,1,3.461099201854101,106.0,1.0,dridex day botnet
45,OSINT - Malicious iBanking application with new uninstall countermeasures,2016-03-16,3,0,0,2,3,1,0,0,0.0,94.0,1.0,osint malicious ibanking application new uninstall countermeasure
46,Locky (2016-03-16),2016-03-16,3,2,8,0,6,0,1,1,3.0867786311375927,90.66666666666669,1.0,locky
47,OSINT - AceDeceiver: First iOS Trojan Exploiting Apple DRM Design Flaws to Infect Any iOS Device,2016-03-16,3,3,0,25,21,1,0,0,2.321928094887362,118.04761904761904,1.0,osint acedeceiver first io trojan exploiting apple drm design flaw infect io device
50,OSINT - STOP SCANNING MY MACRO,2016-03-21,3,2,0,14,15,1,0,0,3.612696642244505,114.33333333333331,1.0,osint stop scanning macro
52,OSINT - Petya Ransomware,2016-03-24,3,0,0,3,3,1,0,0,0.0,113.0,1.0,osint petya ransomware
53,OSINT - Malware is being signed with multiple digital certificates to evade detection,2016-03-24,2,0,1,1,4,1,0,1,0.0,78.75,0.0,osint malware signed multiple digital certificate evade detection
54,OSINT - Evolution of SamSa Malware Suggests New Ransomware Tactics In Play,2016-03-24,3,10,0,22,23,1,0,0,3.238901256602631,117.04347826086956,1.0,osint evolution samsa malware suggests new ransomware tactic play
55,OSINT - PETYA Crypto-ransomware Overwrites MBR to Lock Users Out of Their Computers,2016-03-25,3,0,0,3,4,1,0,0,0.0,117.5,1.0,osint petya cryptoransomware overwrites mbr lock user computer
56,OSINT - New self-protecting USB trojan able to avoid detection,2016-03-25,3,0,0,5,6,1,0,0,0.0,111.83333333333331,1.0,osint new selfprotecting usb trojan able avoid detection
57,OSINT - SURGE IN SPAM CAMPAIGN DELIVERING LOCKY RANSOMWARE DOWNLOADERS,2016-03-25,3,0,4,1,2,1,1,1,0.0,97.5,1.0,osint surge spam campaign delivering locky ransomware downloaders
58,OSINT - McAfee Labs Threat Advisory Ransomware-Locky,2016-03-28,3,4,4,0,1,0,1,1,3.509973037038256,148.0,1.0,osint mcafee lab threat advisory ransomwarelocky
59,OSINT - Malware Employs PowerShell to Infect Systems,2016-03-28,3,0,1,2,4,1,0,1,0.0,93.5,1.0,osint malware employ powershell infect system
60,OSINT - TREASUREHUNT: A CUSTOM POS MALWARE TOOL,2016-03-28,3,6,2,8,18,1,1,1,3.183609446387159,71.94444444444444,1.0,osint treasurehunt custom po malware tool
61,Locky of the day (20160328) -  affid=3,2016-03-28,3,11,6,1,13,1,1,1,3.3467614898757856,44.0,1.0,locky day affid
63,OSINT - Taiwan targeted with new cyberespionage back door Trojan,2016-03-30,2,4,5,11,12,1,1,1,2.9811755716279267,114.66666666666669,0.0,osint taiwan targeted new cyberespionage back door trojan
65,OSINT - Meet Remaiten â€“ a Linux bot on steroids targeting routers and potentially other IoT devices,2016-04-04,3,0,3,44,45,1,1,1,0.0,117.31111111111112,1.0,osint meet remaiten linux bot steroid targeting router potentially iot device
66,Malspam (2016-04-05) - TeslaCrypt,2016-04-05,3,9,18,0,12,0,1,1,3.4327969846234705,93.5,1.0,malspam teslacrypt
67,Dridex (2016-04-06) - botnet 122,2016-04-06,3,1,23,0,3,0,1,1,3.0220552088742005,93.66666666666669,1.0,dridex botnet
68,OSINT - Most prevalent Android ransomware in the West arrives in Japan,2016-04-07,2,0,0,22,23,1,0,0,0.0,115.82608695652172,0.0,osint prevalent android ransomware west arrives japan
69,Kegotip downloader,2016-04-07,3,0,1,2,3,1,0,1,0.0,84.66666666666667,1.0,kegotip downloader
70,PWS: Win32/Kegotip.C,2014-10-05,3,3,8,0,1,0,1,1,3.260022800767315,97.0,1.0,pws winkegotipc
71,Information stealer: Fareit,2016-04-07,3,1,1,2,5,1,0,1,3.4182958340544896,97.4,1.0,information stealer fareit
72,OSINT - Locky: the encryptor taking the world by storm,2016-04-08,3,0,0,0,1,0,0,0,0.0,89.0,1.0,osint locky encryptor taking world storm
73,OSINT - ModPOS: A Framework Lurking in Point-of-Sale System Kernels,2016-04-09,3,0,2,1,2,1,1,1,0.0,100.0,1.0,osint modpos framework lurking pointofsale system kernel
74,OSINT - Locky Ransomware Domains â€“ Followup Analysis Uncovers 130 New Indicators,2016-04-11,3,4,10,0,1,0,1,1,3.5823343244344783,82.0,1.0,osint locky ransomware domain followup analysis uncovers new indicator
75,OSINT - Mobile Devices Used to Execute DNS Malware Against Home Routers,2016-04-11,3,0,0,11,22,1,0,0,0.0,79.5909090909091,1.0,osint mobile device used execute dns malware home router
76,OSINT - New Locky Variant Implements Evasion Techniques,2016-04-12,3,0,0,11,11,1,0,0,0.0,114.1818181818182,1.0,osint new locky variant implement evasion technique
77,Rokku Ransomware shows possible link with Chimera,2016-04-12,3,0,0,5,6,1,0,0,0.0,109.33333333333331,1.0,rokku ransomware show possible link chimera
78,Dridex (2016-04-12),2016-04-12,3,1,5,0,8,0,1,1,3.180832987205441,109.125,1.0,dridex
81,OSINT - Retefe is back in town,2016-04-18,3,1,1,3,4,1,0,1,2.8453509366224368,101.5,1.0,osint retefe back town
84,New ransomware,2016-04-20,3,1,1,1,3,1,0,1,3.1820058147602133,87.66666666666667,1.0,new ransomware
85,OSINT - New Crypto-Ransomware JIGSAW Plays Nasty Games,2016-04-19,3,1,0,9,11,1,0,0,3.2516291673878226,106.63636363636364,1.0,osint new cryptoransomware jigsaw play nasty game
86,OSINT - Your Package Has Been Successfully Encrypted: TeslaCrypt 4.1A and the Malware Attack Chain,2016-04-20,3,0,0,0,10,1,0,0,0.0,55.8,1.0,osint package successfully encrypted teslacrypt malware attack chain
87,"CryptXXX: New Ransomware From the Actors Behind Reveton, Dropping Via Angler",2016-04-18,3,0,2,13,17,1,1,1,0.0,100.58823529411764,1.0,cryptxxx new ransomware actor behind reveton dropping via angler
88,"OSINT - â€œOperation C-Majorâ€ Actors Also Used Android, BlackBerry Mobile Spyware Against Targets",2016-04-18,3,1,0,8,9,1,0,0,3.4182958340544896,119.11111111111111,1.0,osint operation cmajor actor also used android blackberry mobile spyware target
89,OSINT - Teaching an old RAT new tricks,2016-04-22,3,2,0,4,5,1,0,0,3.3371753411230767,106.6,1.0,osint teaching old rat new trick
90,OSINT - powershell used for spreading trojan.laziok through google docs,2016-04-22,3,0,1,0,3,0,0,1,0.0,41.333333333333336,1.0,osint powershell used spreading trojanlaziok google doc
91,OSINT - New Poison Ivy RAT Variant Targets Hong Kong Pro-Democracy Activists,2016-04-22,2,2,0,7,6,1,0,0,3.1219280948873624,118.66666666666669,0.0,osint new poison ivy rat variant target hong kong prodemocracy activist
92,OSINT The Ghost Dragon by Cylance,2016-04-22,2,11,29,7,8,1,1,1,3.239903144603569,97.375,0.0,osint ghost dragon cylance
93,OSINT - TWO BYTES TO $951M (SWIFT payment system abuse),2016-04-25,2,0,1,4,5,1,0,1,0.0,106.0,0.0,osint two byte swift payment system abuse
94,OSINT - New FAREIT Strain Abuses PowerShell,2016-04-25,3,0,0,7,9,1,0,0,0.0,115.77777777777776,1.0,osint new fareit strain abuse powershell
96,OSINT - Macro Malware Employs Advanced Obfuscation to Avoid Detection,2016-04-26,3,0,0,2,3,1,0,0,0.0,111.0,1.0,osint macro malware employ advanced obfuscation avoid detection
98,"OSINT - New Poison Ivy Activity Targeting Myanmar, Asian Countries",2016-04-27,3,5,0,7,7,1,0,0,3.3823635539014774,117.0,1.0,osint new poison ivy activity targeting myanmar asian country
101,OSINT - New Downloader for Locky,2016-04-22,3,4,1,7,14,1,0,1,3.081896629397809,72.57142857142857,1.0,osint new downloader locky
102,Malspam (2016-04-28) - Locky,2016-04-28,3,13,11,0,28,0,1,1,3.1445024429431294,80.60714285714286,1.0,malspam locky
103,Malspam (2016-04-28) - Locky (#2),2016-04-28,3,11,16,0,42,0,1,1,3.31281901694734,82.5952380952381,1.0,malspam locky
104,"Malspam (2016-04-28) - #3 (unknown payload, not accessible)",2016-04-28,3,2,0,0,2,0,0,0,4.066677073707229,69.0,1.0,malspam unknown payload accessible
105,OSINT - PLATINUM Targeted attacks in South and Southeast Asia,2016-04-28,3,10,5,5,12,1,1,1,2.6028794272222204,93.58333333333331,1.0,osint platinum targeted attack south southeast asia
106,"OSINT -  Over 100,000 South Korean Users Affected by BlackMoon Campaign",2016-04-29,3,0,8,0,1,1,1,1,0.0,92.0,1.0,osint south korean user affected blackmoon campaign
107,OSINT - MULTIGRAIN â€“ Point of Sale Attackers Make an Unhealthy Addition to the Pantry,2016-04-19,3,0,0,1,2,1,0,0,0.0,96.0,1.0,osint multigrain point sale attacker make unhealthy addition pantry
109,OSINT - Turbo Twist: Two 64-bit Derusbi Strains Converge,2016-05-04,3,64,0,3,4,1,0,0,3.3240235116232606,109.25,1.0,osint turbo twist two bit derusbi strain converge
110,Fake scan campaings (20160505 - 20160507) using docm - Dridex,2016-05-08,3,0,3,3,8,1,1,1,0.0,61.125,1.0,fake scan campaings using docm dridex
111,OSINT - New Infostealer Trojan uses Fiddler Proxy & Json.NET,2016-05-08,3,0,0,6,12,1,0,0,0.0,79.5,1.0,osint new infostealer trojan us fiddler proxy jsonnet
112,OSINT - Exploring CVE-2015-2545 and its users,2016-05-09,3,9,6,31,32,1,1,1,3.096970684978308,116.28125,1.0,osint exploring cve user
113,A Detailed Examination of the Siesta Campaign,2014-05-12,2,33,2,31,33,1,1,1,3.151741856305817,114.24242424242424,0.0,detailed examination siesta campaign
114,OSINT - Chinese-language Ransomware Makes An Appearance,2016-05-12,3,0,0,0,6,1,0,0,0.0,50.5,1.0,osint chineselanguage ransomware make appearance
115,OSINT - Cyber Heist Attribution,2016-05-13,2,0,0,1,1,1,0,0,0.0,117.0,0.0,osint cyber heist attribution
116,"OSINT -  Hancitor and Ruckguv Reappear, Updated and With Vawtrak On Deck",2016-05-16,3,0,0,8,19,1,0,0,0.0,65.36842105263158,1.0,osint hancitor ruckguv reappear updated vawtrak deck
118,OSINT - Bolek: Leaked Carberp KBot Source Code Complicit in New Phishing Campaigns,2016-05-20,3,15,10,4,7,1,1,1,3.53665915582994,93.28571428571428,1.0,osint bolek leaked carberp kbot source code complicit new phishing campaign
