,event_info,threat_level_id,num_ips,has_multiple_ip_ranges,unique_ip_countries,criticite
785,OSINT - Retefe is back in town,3,1,0,1,1.0
788,New ransomware,3,1,0,1,1.0
789,OSINT - New Crypto-Ransomware JIGSAW Plays Nasty Games,3,0,0,0,1.0
790,OSINT - Your Package Has Been Successfully Encrypted: TeslaCrypt 4.1A and the Malware Attack Chain,3,0,0,0,1.0
791,"CryptXXX: New Ransomware From the Actors Behind Reveton, Dropping Via Angler",3,2,1,1,1.0
792,"OSINT - â€œOperation C-Majorâ€ Actors Also Used Android, BlackBerry Mobile Spyware Against Targets",3,0,0,0,1.0
793,OSINT - Teaching an old RAT new tricks,3,0,0,0,1.0
794,OSINT - powershell used for spreading trojan.laziok through google docs,3,1,0,1,1.0
795,OSINT - New Poison Ivy RAT Variant Targets Hong Kong Pro-Democracy Activists,2,0,0,0,0.0
796,OSINT The Ghost Dragon by Cylance,2,29,1,1,0.0
797,OSINT - TWO BYTES TO $951M (SWIFT payment system abuse),2,1,0,1,0.0
798,OSINT - New FAREIT Strain Abuses PowerShell,3,0,0,0,1.0
800,OSINT - Macro Malware Employs Advanced Obfuscation to Avoid Detection,3,0,0,0,1.0
802,"OSINT - New Poison Ivy Activity Targeting Myanmar, Asian Countries",3,0,0,0,1.0
805,OSINT - New Downloader for Locky,3,1,0,1,1.0
806,Malspam (2016-04-28) - Locky,3,11,1,1,1.0
807,Malspam (2016-04-28) - Locky (#2),3,16,1,1,1.0
808,"Malspam (2016-04-28) - #3 (unknown payload, not accessible)",3,0,0,0,1.0
809,OSINT - PLATINUM Targeted attacks in South and Southeast Asia,3,5,1,1,1.0
810,"OSINT -  Over 100,000 South Korean Users Affected by BlackMoon Campaign",3,8,1,1,1.0
811,OSINT - MULTIGRAIN â€“ Point of Sale Attackers Make an Unhealthy Addition to the Pantry,3,0,0,0,1.0
813,OSINT - Turbo Twist: Two 64-bit Derusbi Strains Converge,3,0,0,0,1.0
814,Fake scan campaings (20160505 - 20160507) using docm - Dridex,3,3,1,1,1.0
815,OSINT - New Infostealer Trojan uses Fiddler Proxy & Json.NET,3,0,0,0,1.0
816,OSINT - Exploring CVE-2015-2545 and its users,3,6,1,1,1.0
817,A Detailed Examination of the Siesta Campaign,2,2,1,1,0.0
818,OSINT - Chinese-language Ransomware Makes An Appearance,3,0,0,0,1.0
819,OSINT - Cyber Heist Attribution,2,0,0,0,0.0
820,"OSINT -  Hancitor and Ruckguv Reappear, Updated and With Vawtrak On Deck",3,0,0,0,1.0
822,OSINT - Bolek: Leaked Carberp KBot Source Code Complicit in New Phishing Campaigns,3,10,1,1,1.0
823,Locky of the day (20160520),3,1,0,1,1.0
824,OSINT - APT Case RUAG Technical Report,1,12,1,1,0.0
825,OSINT - Operation Ke3chang Resurfaces With New TidePool Malware,2,0,0,0,0.0
826,OSINT - Targeted Attacks against Banks in the Middle East,3,0,0,0,1.0
828,OSINT - Looking Into a Cyber-Attack Facilitator in the Netherlands by Trend Micro,1,0,0,0,0.0
829,OSINT - Dogspectus Ransomware Analysis,3,0,0,0,1.0
830,OSINT - New Wekby Attacks Use DNS Requests As Command and Control Mechanism,3,0,0,0,1.0
832,OSINT - CVE-2015-2545: overview of current threats,2,6,1,1,0.0
834,Malspam - Locky - 2016-05-26 (.docm),3,6,1,1,1.0
836,Malspam - 2016-05-27 - Locky - .docm,3,15,1,1,1.0
837,OSINT - Keep Calm and (Donâ€™t) Enable Macros: A New Threat Actor Targets UAE Dissidents,2,2,1,1,0.0
838,A Universal Windows Bootkit An analysis of the MBR bootkit referred to as â€œHDRootâ€,3,0,0,0,1.0
840,OSINT - Ð‘Ð°Ð½ÐºÐ¾Ð²ÑÐºÐ¸Ð¹ Ñ‚Ñ€Ð¾ÑÐ½ÐµÑ† Lurk: ÑÐ¿ÐµÑ†Ð¸Ð°Ð»ÑŒÐ½Ð¾ Ð´Ð»Ñ Ð Ð¾ÑÑÐ¸Ð¸ (Banking Trojan Lurk: specially for Russia),2,0,0,0,0.0
841,OSINT - IRONGATE ICS Malware: Nothing to See Here...Masking Malicious Activity on SCADA Systems,2,0,0,0,0.0
842,"OSINT - CryptXXX Ransomware Learns the Samba, Other New Tricks With Version 3.100",3,1,0,1,1.0
843,"OSINT - Lame proxychanger, apparently related to a clickfraud botnet.",3,1,0,1,1.0
844,OSINT - LinkedIn information used to spread banking malware in the Netherlands,3,1,0,1,1.0
845,OSINT -  Communications of the Bolek Trojan,3,0,0,0,1.0
846,OSINT - Reverse-engineering DUBNIUM,3,0,0,0,1.0
847,OSINT - Mofang: A politically motivated information stealing adversary,2,1,0,1,0.0
848,OSINT New Sofacy Attacks Against US Government Agency by Palo Alto Unit 42,1,1,0,1,0.0
849,OSINT - Setting Sights On Retail: AbaddonPOS Now Targeting Specific POS Software,3,2,1,1,1.0
850,OSINT - PlugX goes to the registry (and India),2,0,0,0,0.0
851,Malspam (2016-06-22) - .js in .zip - Locky is back,3,46,1,1,1.0
852,OSINT - The Curious Case of an Unknown Trojan Targeting German-Speaking Users,3,0,0,0,1.0
854,Malspam 2016-06-24 (Locky),3,25,1,1,1.0
855,"OSINT - Doh! New ""Bart"" Ransomware from Threat Actors Spreading Dridex and Locky",3,0,0,0,1.0
856,Malspam 2016-06-27,3,35,1,1,1.0
857,Malspam 2016-06-28 (Locky campaign subject: 'Updated'),3,31,1,1,1.0
858,OSINT - Retefe banking Trojan targets UK banking customers,3,0,0,0,1.0
859,OSINT - Linux/GafGyt - DVR devices compromised/infected,3,5,1,1,1.0
860,Malspam 2016-06-28 (Locky campaign subject: 'report'),3,32,1,1,1.0
862,Malspam 2016-06-29 (campaign subject: 'new invoice'),3,41,1,1,1.0
863,OSINT - Prince of Persia â€“ Game Over,3,6,1,1,1.0
864,Malspam 2016-06-29 (campaign subject: 'Financial report'),3,30,1,1,1.0
865,Malspam 2016-06-30 (campaign subject: 'Documents copies'),3,28,1,1,1.0
866,OSINT - Satana ransomware â€“ threat coming soon?,3,0,0,0,1.0
867,OSINT - Apocalypse: Ransomware which targets companies through insecure RDP,3,0,0,0,1.0
869,"Malspam 2016-07-04 (testrun, subject 'Scanned image'), .docm",3,1,0,1,1.0
870,"Malspam 2016-07-05 (subject 'Scanned image'), .docm",3,6,1,1,1.0
872,OSINT - The Dropping Elephant â€“ aggressive cyber-espionage in the Asian region,3,0,0,0,1.0
873,"OSINT - NetTraveler APT Targets Russian, European Interests",2,3,1,1,0.0
874,Malspam 2016-07-13 (Locky campaign 'Profile'),3,32,1,1,1.0
875,Malspam 2016-07-12 (Locky campaign 'Fw:'),3,40,1,1,1.0
876,Malspam 2016-07-13 .wsf campaign,3,5,1,1,1.0
877,Malspam 2016-07-14 .wsf campaign,3,24,1,1,1.0
878,Malspam 2016-07-15 .zip/.jse,3,2,1,1,1.0
879,"Malspam 2016-07-18 .wsf (campaign: ""bank account report"")",3,20,1,1,1.0
880,"Malspam 2016-07-18 .wsf->.gif (campaign: ""RE: firstname.lastname"")",3,1,0,1,1.0
881,"Malspam 2016-07-18 .wsf (campaign: ""company database"")",3,16,1,1,1.0
882,"Malspam 2016-07-19 .wsf (campaign: ""new invoice"")",3,16,1,1,1.0
883,"Malspam 2016-07-19 .docm (campaign: ""Documents from work"")",3,1,0,1,1.0
884,"Malspam 2016-07-21 .wsf (campaign: ""fixed invoice"")",3,18,1,1,1.0
885,"Malspam 2016-07-22 .js in .zip with embedded Locky (campaign: ""Financial statement"")",3,4,1,1,1.0
886,"OSINT - Kovter becomes almost file-less, creates a new file type, and gets some new certificates",3,0,0,0,1.0
887,OSINT - Patchwork cyberespionage group expands targets from governments to wide range of industries,2,2,1,1,0.0
888,Guccifer 2.0: All Roads Lead to Russia - Threatconnect report,1,7,1,1,0.0
889,OSINT - The Mad Max DGA,3,1,0,1,1.0
890,OSINT - LuminosityLink RAT,3,1,0,1,1.0
891,OSINT - NANHAISHU RATing the South China Sea,2,0,0,0,0.0
892,OSINT - Strider: Cyberespionage group turns eye of Sauron on targets,3,0,0,0,1.0
893,OSINT - ProjectSauron: top level cyber-espionage platform covertly extracts encrypted government comms,1,6,1,1,0.0
894,OSINT Group5: Syria and the Iranian Connection by Citizen Lab,2,1,0,1,0.0
896,OSINT Massive AdGholas Malvertising Campaigns Use Steganography and File Whitelisting to Hide in Plain Sight by ProofPoint,3,31,1,1,1.0
898,OSINT Lost your iPhone? Be on guard for a perfectly-timed Apple ID phishing attack by Hot For Security,3,0,0,0,1.0
899,Expansion on OSINT Lost your iPhone? Be on guard for a perfectly-timed Apple ID phishing attack by Hot For Security,3,2,1,1,1.0
900,Pivot on What's in a server name (on APT28/Sofacy) by ThreatConnect,2,0,0,0,0.0
901,What's in a server name (on APT28/Sofacy) by ThreatConnect,2,3,1,1,0.0
902,OSINT DarkHotel samples at WooYun,2,0,0,0,0.0
903,OSINT H-Worm IOCs from WooYun,2,0,0,0,0.0
904,OSINT Threat Group-4127 Targets Google Accounts by Secureworks,1,0,0,0,0.0
906,OSINT Microsoft Office Zero-Day CVE-2015-2424 Leveraged By Tsar Team report by iSight,1,1,0,1,0.0
907,OSINT - Rotten Apples: Apple-Like Malicious Phishing Domains by FireEye,2,0,0,0,0.0
908,"OSINT - FBI MSIL/Samas.A Ransomware Flash Alerts (FBI Flash Alert MC-000068-MW, February 18, 2016  & FBI Flash Alert MC-000070-MW, March 25, 2016)",3,0,0,0,1.0
912,OSINT Angler Exploit Kit Utilizing 302 Cushioning and Domain Shadowing by Zscaler,3,0,0,0,1.0
925,OSINT Pony Up: Tracing Ponyâ€™s Threat Cycle and Multi-Stage Infection Chain by Damballa,3,87,1,1,1.0
933,OSINT Revealing the Cyber-Kraken (Threat Group 3390 / Emissary Panda) by SecureWorks,2,25,1,1,0.0
934,OSINT Evolution of the Nuclear Exploit Kit by Cisco Talos group,3,0,0,0,1.0
935,OSINT  Musical Chairs: Multi-Year Campaign Involving New Variant of Gh0st Malware by Palo Alto Networks Unit 42,2,4,1,1,0.0
936,OSINT Additional indicators relating to Sofacy (APT28) phishing blog post by PWC,3,0,0,0,1.0
937,OSINT Potao Express samples from contagiodump,2,0,0,0,0.0
938,OSINT Systematic cyber attacks against Israeli and Palestinian targets going on for a year by Norman,3,0,0,0,1.0
939,OSINT In Pursuit of Optical Fibers and Troop Intel: Targeted Attack Distributes PlugX in Russia by ProofPoint,2,2,1,1,0.0
940,OSINT Regin samples shared by VirusShare,1,0,0,0,0.0
941,OSINT YiSpecter: First iOS Malware That Attacks Non-jailbroken Apple iOS Devices by Abusing Private APIs by Palo Alto Networks Unit 42,3,0,0,0,1.0
942,Secret Malware in European Union Attack Linked to U.S. and British Intelligence article by the Intercept,1,0,0,0,0.0
943,OSINT Trojan.Win32.Banker.NWT by AlienVault and Telus,3,0,0,0,1.0
944,OSINT Duuzer back door Trojan targets South Korea to take over computers by Symantec,2,0,0,0,0.0
945,OSINT Analysis of DHS NCCIC Indicators blog post by Secureworks,2,4,1,1,0.0
947,OSINT Morpho: Profiting from high-level corporate attacks by Symantec,2,4,1,1,0.0
948,OSINT The Italian Connection: An analysis of exploit supply chains and digital quartermasters by Shadowserver,2,9,1,1,0.0
949,OSINT Expansion on hacking team VPS IPs using PassiveTotal by Brandon Dixon,2,31,1,1,0.0
950,OSINT - Case Study of Malicious Actors: Going Postal by CERT.pl,3,6,1,1,1.0
951,"OSINT ScanBox framework â€“ whoâ€™s affected, and whoâ€™s using it?  by PWC",2,30,1,1,0.0
952,OSINT Winnti OpSMN new malware RE report by Novetta,2,0,0,0,0.0
953,OSINT Attacks against Israeli & Palestinian interests by PwC,2,10,1,1,0.0
954,OSINT Cmstar Downloader: Lurid and Enfalâ€™s New Cousin by Palo Alto Unit 42,2,0,0,0,0.0
955,OSINT IOC from ponmocup malware,3,70,1,1,1.0
957,OSINT APT28: A Window into Russiaâ€™s Cyber Espionage Operations? blog post by FireEye,2,1,0,1,0.0
958,OSINT Trend Micro Exposes LURID APT,2,13,1,1,0.0
962,OSINT The Casino Malvertising Campaign by MalwareBytes,3,0,0,0,1.0
963,OSINT Analysis of KRIPTOVOR: Infostealer+Ransomware by FireEye,3,1,0,1,1.0
964,OSINT OrcaRAT - A whale of a tale blog post by PWC,3,21,1,1,1.0
965,OSINT Enterprises Hit by BARTALEX Macro Malware in Recent Spam Outbreak by Trend Micro,3,0,0,0,1.0
967,FBI Flash Message: MC-000055-BT  EC3/IC4 takedown of the AAEH botnet,3,1,0,1,1.0
968,A deeper look into ScanBox TLP:GREEN report from PWC UK,2,20,1,1,0.0
969,OSINT Bookworm Trojan: A Model of Modular Architecture by Palo Alto Unit 42,2,0,0,0,0.0
970,"OSINT Fidelis Threat Advisory #1014 ""Bots, Machines, and the Matrix""",3,14,1,1,1.0
971,OSINT 'Paying-Days' CryptoWall 3.0 Campaign via Magnitude EK report by malwarefor.me,3,28,1,1,1.0
972,OSINT  Threat Spotlight: Spam Served With a Side of Dridex from Cisco Talos,3,8,1,1,1.0
973,OSINT Tracking MiniDionis: CozyCarâ€™s New Ride Is Related to Seaduke by Unit 42 Palo Alto Networks,2,3,1,1,0.0
974,OSINT Analysis of malcious CHM file by OpenDNS,3,2,1,1,1.0
976,OSINT Dalexis/CTB-Locker malspam campaign by SANS Internet Storm Center,3,7,1,1,1.0
977,OSINT The Rotten Tomato Campaign,2,0,0,0,0.0
978,OSINT Introducing HATs: Highly Annoying Threats by BlueCoat,3,0,0,0,1.0
979,OSINT Pay No Attention to the Server Behind the Proxy: Mapping FinFisherâ€™s Continuing Proliferation by Citizen Lab,2,10,1,1,0.0
981,OSINT Korplug military targeted attacks: Afghanistan & Tajikistan blog post from ESET,2,0,0,0,0.0
982,OSINT The Path to Mass-Producing Cyber Attacks by FireEye,2,20,1,1,0.0
983,OSINT Evil Bunny: Suspect #4,2,32,1,1,0.0
984,OSINT New Discovery: Ties Between Corebot and Darknet Crypt Service by Damballa,3,2,1,1,1.0
986,OSINT Democracy in Hong Kong Under Attack blog post from Volexity (Steven Adair),2,19,1,1,0.0
987,OSINT Without a Trace: Fileless Malware Spotted in the Wild by Trend Micro,3,0,0,0,1.0
988,OSINT Darkhotelâ€™s attacks in 2015 by Kaspersky,2,0,0,0,0.0
989,OSINT Cylance SPEAR Team: A Threat Actor Resurfaces from Cylance,3,14,1,1,1.0
991,OSINT Macro documents with XOR Encoded Payloads by PhishMe,3,1,0,1,1.0
992,OSINT APT30 detection rules Loki Scanner Yara rules by Florian Roth,2,0,0,0,0.0
993,OSINT  Analysis of Project Cobra Another extensible framework used by the Uroburosâ€™ actors from Gdata,1,0,0,0,0.0
995,OSINT Additional yara rules for Equation Drug by Florian Roth,1,0,0,0,0.0
996,OSINT Expansion on Snake,1,6,1,1,0.0
998,OSINT New activity of the Blue Termite APT by AlienVault,2,0,0,0,0.0
999,OSINT Who's Really Spreading through the Bright Star? by Securelist / Kaspersky,3,0,0,0,1.0
1000,OSINT 20141029B: Possible RedOctober APT Resurgence from ThreatConnect,1,0,0,0,0.0
1001,OSINT When ELF.BillGates met Windows by Arkoon+Netasq,3,3,1,1,1.0
1002,OSINT Operation Molerats: Middle East Cyber Attacks Using Poison Ivy by Fire Eye,2,6,1,1,0.0
1004,OSINT A deeper look into ScanBox TLP:WHITE report from PWC UK,2,10,1,1,0.0
1005,OSINT The Shade Encryptor: a Double Threat by Kaspersky,3,0,0,0,1.0
1006,OSINT Puttering into the Future...by Cylance,1,3,1,1,0.0
1007,"OSINT KeyRaider: iOS Malware Steals Over 225,000 Apple Accounts to Create Free App Utopia by Palo Alto Networks Unit 42",3,1,0,1,1.0
1008,OSINT CryptoWall v4 Emerges Days After Cyber Threat Alliance Report by Palo Alto Networks Unit 42,3,2,1,1,1.0
1010,OSINT Tibetan Uprising Day Malware Attacks by Citizen Labs,2,3,1,1,0.0
1011,OSINT Roaming tiger by Anton Cherepanov from ESET,3,10,1,1,1.0
1013,"OSINT Angler EK: More Obfuscation, Fake Extensions, and Other Nonsense by Talos",3,5,1,1,1.0
1014,OSINT DTL-12012015-01: Hong Kong SWC attack from Dragon Threat Labs,3,2,1,1,1.0
1015,OSINT MSRT February update from Microsoft,3,0,0,0,1.0
1017,OSINT Adobe Zero-day Used in LadyBoyle Attack blog post by Symantec,2,0,0,0,0.0
1018,OSINT Targeted Attacks against Tibetan and Hong Kong Groups Exploiting CVE-2014-4114 by Citizen Lab,2,0,0,0,0.0
1019,OSINT Exploring .XYZ (Another Shady TLD Report) by Blue Coat,3,4,0,1,1.0
1020,OSINT Babar: espionage software finally found and put under the microscope by gdata,2,1,0,1,0.0
1021,OSINT Neutrino Exploit Kit â€“ One Flash File to Rule Them All by SpiderLabs,3,0,0,0,1.0
1022,OSINT Targeted Malware Attacks against NGO Linked to Attacks on Burmese Government Websites by Citizen Labs,2,4,1,1,0.0
1023,Additional IPs for Turla/Uroburos from CIRCL Passive SSL,1,36,1,1,0.0
1024,OSINT The Sofacy plot thickens by PwC,2,0,0,0,0.0
1025,OSINT The Teenage Mutant Malvertiser Network by FireEye,3,6,0,1,1.0
1026,OSINT An In-Depth Look at How Pawn Stormâ€™s Java Zero-Day Was Used by Trend Micro,2,4,1,1,0.0
1027,OSINT Angler's best friends by SANS ISC Diary,3,36,1,1,1.0
1028,Regin Scanner,1,0,0,0,0.0
1030,OSINT Banking Trojan DRIDEX Uses Macros for Infection blog post from Trend Micro,3,2,1,1,1.0
1031,OSINT Trojanized PuTTY Software by Cisco CSIRT,3,3,1,1,1.0
1032,OSINT Threat Actors Use Sketchy Dating Website to Launch New Home Router Attacks by Damballa,1,2,1,1,0.0
1033,OSINT Defending the White Elephant by Arbor Networks,2,0,0,0,0.0
1034,OSINT Introducing Hi-Zor RAT by Fidelis,1,3,1,1,0.0
1035,OSINT Expansion on Rotten Tomato campaign,2,0,0,0,0.0
1036,OSINT New 'f0xy' malware is intelligent - employs cunning stealth & trickery from Websense,3,1,0,1,1.0
1038,OSINT OSX/Pintsized Backdoor Additional Details by Zataz / Eric Romang,2,0,0,0,0.0
1039,OSINT A Peek Inside an Affiliateâ€™s Malspam Operation: Kovter and Miuref/Boaxxe Infections by PhishMe,3,16,1,1,1.0
1040,OSINT Shellshock exploitation from Red Sky Weekly blog post,3,19,1,1,1.0
1042,OSINT Operation Double Tap from FireEye,2,5,1,1,0.0
1043,OSINT Assorted IOCs associated to Andromeda restlesz.su domain,3,0,0,0,1.0
1044,OSINT APT Volatile Cedar APT yara rules by Florian Roth,2,0,0,0,0.0
1045,OSINT Attacks on East Asia using Google Code for Command and Control by Palo Alto Unit 42,1,8,1,1,0.0
1046,OSINT  Evilgrab Delivered by Watering Hole Attack on President of Myanmarâ€™s Website by Palo Alto Unit 42,3,6,1,1,1.0
1047,OSINT New Indicators of Compromise for APT Group Nitro Uncovered blog post by Palo Alto Networks,2,2,1,1,0.0
1048,Expansion on OSINT Korplug military targeted attacks: Afghanistan & Tajikistan blog post from ESET by using whois registrant,2,0,0,0,0.0
1049,Expansion on OSINT Operation Pawn Storm: The Red in SEDNIT from Trend Micro,3,1,0,1,1.0
1050,Expansion on MWI by security researcher,2,0,0,0,0.0
1051,20150415D: Fareit Malware Targeting Steam Users from ThreatConnect,3,17,1,1,1.0
1052,Pivot on other email addresses found by using the same physical address as support-apple-id.com - potential sofacy,1,0,0,0,0.0
1054,Turla digging using TotalHash,2,0,0,0,0.0
1055,Fessleak before It Was Cool by OpenDNS,3,5,1,1,1.0
1056,OSINT  Cheshire Cat,1,0,0,0,0.0
1057,Expansion based on shared nameserver with a lot of Sofacy domains,2,0,0,0,0.0
1058,Expansion based on pDNS + whois from OSINT Roaming tiger by Anton Cherepanov from ESET,2,21,1,1,0.0
1059,Expansion on 596552@qq.com,2,0,0,0,0.0
1060,OSINT Infected Korean Website Installs Banking Malware by Cyphort,3,4,1,1,1.0
1061,OSINT Backdoor.Win32.Equationdrug.A report by Telus,1,0,0,0,0.0
1062,OSINT Enrichment on OSINT - STRONTIUM: A profile of a persistent and motivated adversary,1,28,1,1,0.0
1063,"OSINT Cridex, Feodo, Geodo, Dridex, whats next? by abuse.ch",3,9,1,1,1.0
1064,OSINT Black Energy 2 malware analysis blog post by Joseph Mlodzianowski,2,20,1,1,0.0
1066,OSINT Android.Bankosy: All ears on voice call-based 2FA by Symantec,1,5,1,1,0.0
1067,OSINT RTF Exploit Installs Italian RAT: uWarrior by Palo Alto,2,2,1,1,0.0
1068,OSINT Expansion on APT-28 - Evolving Threats: dissection of a Cyber-Espionage attack,1,12,1,1,0.0
1070,OSINT Emerging Threat Alert - CVE-2014-4114 blog post by Cylance,2,0,0,0,0.0
1072,OSINT - Cracking Orcus RAT,3,0,0,0,1.0
1073,OSINT EFF Report Operation Manul,2,19,1,1,0.0
1074,OSINT New C2 â€“ Neutrino Exploit Kit via pseudoDarkleech HOPTO.ORG gate delivers CrypMic Ransomware by Broad Analysis,3,3,1,1,1.0
1075,Malspam 2016-08-16 (.wsf in .zip) - campaign: 'Blank 2',3,7,1,1,1.0
1077,OSINT Additional yara rules for detection Project Sauron by Florian Roth,1,0,0,0,0.0
1078,OSINT Generic Yara rule to detect PlugX by Jay DiMartino,2,0,0,0,0.0
1079,"Malspam 2016-08-17 (.docm) - campaign: ""Order Confirmation-""",3,7,1,1,1.0
1080,OSINT - Operation Ghoul: targeted attacks on industrial and engineering organizations,2,1,0,1,0.0
1082,OSINT Vawtrak C2 â€“ Pin it by Threat Geek,3,0,0,0,1.0
1084,OSINT Rex -Linux P2P Ransom botnet by This Is Security blog,3,0,0,0,1.0
1085,OSINT Snakes in the Satellites: On-going Turla Infrastructure by PassiveTotal,2,51,1,1,0.0
1086,OSINT TorrentLocker Ransomware Email IoCs 8/16/2016 by neonPrimeTime user on AlienVault OTX,3,54,1,1,1.0
1087,OSINT  Aveo Malware Family Targets Japanese Speaking Users by Palo Alto networks Unit 42,3,3,1,1,1.0
1088,Pivot on whois registrant 844148030@qq.com,3,0,0,0,1.0
1089,OSINT Shark Ransomware: Ransomware as a service,3,0,0,0,1.0
1090,OSINT Shakti Trojan: Document Thief  by Malwarebytes,3,0,0,0,1.0
1091,Pivot on Shakti domains via PassiveTotal,3,0,0,0,1.0
1092,"Malspam 2016-08-18 (.wsf in .zip) - campaign: ""Emailing: Label""",3,6,1,1,1.0
1093,OSINT Bad News Bears - Panda Banker Starts Looking More Like a Grizzly by ProofPoint,3,0,0,0,1.0
1094,OSINT Android Marcher: Continuously Evolving Mobile Malware by Zscaler,3,0,0,0,1.0
1095,OSINT Domains and IPs involved in JS ransomware delivered through email by burberry on AlienVault OTX,3,1,0,1,1.0
1098,"Malspam 2016-08-24 (.hta in .zip) - campaign: ""Emailing{N}.jpg""",3,8,1,1,1.0
1100,The Million Dollar Dissident - Citizen lab report,1,6,1,1,0.0
1101,"Malspam 2016-08-26 (.wsf in .zip) - campaign: ""Voice Message from Outside Caller""",3,21,1,1,1.0
1103,"OSINT - Dridex Returns To Action For Smaller, More Targeted Attacks",3,0,0,0,1.0
1104,"Malspam 2016-08-29 (.js in .zip) - campaign: ""Commission""",3,31,1,1,1.0
1105,"Malspam 2016-08-29 (.wsf in .zip) - campaign: ""Please find attached invoice no""",3,23,1,1,1.0
1107,OSINT - German Speakers Targeted by SPAM Leading to Ozone RAT,3,0,0,0,1.0
1108,Ransomware - Xorist,3,0,0,0,1.0
1109,Bitcoinminer installed by malware,3,0,0,0,1.0
1110,"Malspam 2016-08-31 (.hta in .zip) - campaign: ""FW: [Scan]""",3,23,1,1,1.0
1111,"Malspam 2016-08-31 (.wsf in .zip) - campaign: ""Image|Picture|Photos|Photo|Document""",3,16,1,1,1.0
1112,"Malspam 2016-08-31 (.js in .zip) - campaign: ""bank transactions""",3,38,1,1,1.0
1114,"Malspam 2016-09-01 (.hta in .zip) - campaign: ""Voice Message from Outside Caller""",3,24,1,1,1.0
1115,"Malspam 2016-09-01 (.wsf in .zip) - campaign: ""Please find attached invoice no:""",3,25,1,1,1.0
1116,"Malware Posing as Human Rights Organizations and Commercial Software Targeting Iranians, Foreign Policy Institutions and Middle Eastern Countries (ExtremeDownloader and Strealer)",1,1,0,1,0.0
1117,"Malspam 2016-09-02 (.wsf in .zip) - campaign: ""icloud.com""",3,16,1,1,1.0
1118,"Malspam 2016-09-05 (.js in .zip) - campaign: ""Credit card receipt""",3,2,1,1,1.0
1119,Malspam 2016-09-05 (.wsf in .zip),3,18,1,1,1.0
1120,"Malspam 2016-09-06 (.js in .zip) - campaign: ""August invoice""",3,1,0,1,1.0
1121,"Malspam 2016-09-06 (.js in .zip) - campaign: ""copies""",3,1,0,1,1.0
1122,"Malspam 2016-09-06 (.wsf in .zip) - campaign: ""Invoice INV[x]""",3,10,1,1,1.0
1123,"OSINT - PokÃ©mon-themed Umbreon Linux Rootkit Hits x86, ARM Systems",3,0,0,0,1.0
1125,"Malspam 2016-09-06 (.js in .zip) - campaign: ""Suspected Purchases""",3,3,1,1,1.0
1126,"Malspam 2016-09-06 (.wsf in .zip) - campaign: 'Message from ""CUKPR[x]""'",3,21,1,1,1.0
1127,"Malspam 2016-09-07 (.js in .zip) - campaign: ""Agreement form""",3,2,1,1,1.0
1128,"Malspam 2016-09-08 (.wsf in .zip) - campaign: ""New voice mail message from""",3,20,1,1,1.0
1129,Malspam 2016-09-08 (.wsf in .zip) - campaign: icloud.com,3,25,1,1,1.0
1130,"Malspam 2016-09-09 (.hta in .dzip) - campaign: ""Order confirmation""",3,17,1,1,1.0
1131,"Malspam 2016-09-09 (.wsf in .zip) - campaign: ""Documents Requested""",3,15,1,1,1.0
1132,OSINT - The Dukes R&D Finds a New Anti-Analysis Technique,3,0,0,0,1.0
1133,"Malspam 2016-09-12 (.js in .zip) - campaign: ""Budget report""",3,1,0,1,1.0
1134,"Malspam 2016-09-12 (.wsf in .zip) - campaign: ""Photo|Image""",3,15,1,1,1.0
1135,"Malspam 2016-09-13 (.hta in .zip) - campaign: ""Accounts Documentation - Invoices""",3,23,1,1,1.0
1136,"Malspam 2016-09-14 (.wsf in .zip) - campaign: ""Account report""",3,2,1,1,1.0
1137,"Malspam 2016-09-14 (.wsf in .zip) - campaign: ""payment copy""",3,31,1,1,1.0
1138,"Malspam 2016-09-14 (.wsf in .zip) - campaign: ""Tax invoice""",3,4,1,1,1.0
1139,"Malspam 2016-09-14 (.js in .zip) - campaign: ""Delivery Confirmation""",3,6,1,1,1.0
1140,"Malspam 2016-09-15 (.wsf in .zip) - campaign: ""Documents Requested""",3,39,1,1,1.0
1141,"Malspam 2016-09-15 (.wsf in .zip) - campaign: ""SCAN""",3,24,1,1,1.0
1142,"Malspam 2016-09-16 (.hta in .zip) - campaign: ""(Attached|Emailing|Copy|File): (Scan|Receipt|Document)(integer)""",3,25,1,1,1.0
1143,"Malspam 2016-09-15 (.js in .zip) - campagin: ""Booking confirmation""",3,2,1,1,1.0
1144,"Malspam 2016-09-16 (.js in .zip) - campaign: ""Re: request""",3,2,1,1,1.0
1145,OSINT - ELF.Rex,3,0,0,0,1.0
1146,"Malspam 2016-09-16 (.wsf in .zip) - campaign: ""(SCAN|FAX|DOC|IMG)_{integer}""",3,28,1,1,1.0
1147,"Malspam 2016-09-19 (.js in .zip) - campaign: ""Express Parcel service""",3,2,1,1,1.0
1148,Dridex IoC's,3,0,0,0,1.0
1149,OSINT - Malicious Macros Add Sandbox Evasion Techniques to Distribute New Dridex,3,0,0,0,1.0
1150,"Malspam 2016-09-20 (.hta in .zip) - campaign: ""<no subject>""",3,19,1,1,1.0
1151,OSINT - Tofsee â€“ modular spambot,3,0,0,0,1.0
1152,OSINT - Hunting Libyan Scorpions,2,1,0,1,0.0
1153,OSINT - Sofacyâ€™s â€˜Komplexâ€™ OS X Trojan by Palo Alto networks,1,1,0,1,0.0
